"sweep","rep","N","slope_condition","merge_max","dataset_id","seed","intercept","sigma","slope","K","alpha_conc","t_min","t_max","time_ref_min","time_ref_range"
"core",22,50,"random",3,22,22,6.46470439946279,1.03739441954531,0.00148783317301422,5,0.352638877162268,100,900,100,800
"core",23,50,"random",3,23,23,5.02331501292065,3.53386274119839,0.00211998104117811,7,0.175599937478129,100,900,100,800
"core",24,50,"random",3,24,24,2.79779476020485,2.48422583192587,0.0245506673958153,8,0.138893537041419,100,900,100,800
"core",25,50,"random",3,25,25,7.36089127301238,1.03230568475556,0.0283320111874491,9,2.08476125176837,100,900,100,800
"core",26,50,"random",3,26,26,4.41165830334648,3.00149076210801,0.0268972843699157,9,1.73310930308988,100,900,100,800
"core",27,50,"random",3,27,27,7.33873682818376,1.6750824515475,-0.00226068642921746,9,0.194463403231979,100,900,100,800
"core",28,50,"random",3,28,28,3.82105112401769,2.52652566274628,0.00959881990682334,8,0.940241811144728,100,900,100,800
"core",29,50,"random",3,29,29,2.07064871862531,2.028714512242,-5.44083165004844e-05,7,0.36779552266598,100,900,100,800
"core",30,50,"random",3,30,30,9.82260460359976,2.63116198766511,0.00899250901769846,9,0.57815083923001,100,900,100,800
"core",31,50,"random",3,31,31,13.843131654663,3.10675036965404,-0.0079932465730235,8,3.33440278812994,100,900,100,800
"core",32,50,"random",3,32,32,4.27971619134769,2.92475912859663,-0.0208267567679286,7,0.392852835609164,100,900,100,800
"core",33,50,"random",3,33,33,11.5054363717791,1.8326877609361,0.0166212558187544,5,0.788302500886304,100,900,100,800
"core",34,50,"random",3,34,34,2.21004372532479,0.824550254503265,0.0148952379310504,10,0.125663635084321,100,900,100,800
"core",35,50,"random",3,35,35,9.61950431135483,3.14936622965615,0.0251668387837708,8,0.580324787001512,100,900,100,800
"core",36,50,"random",3,36,36,7.53563956916332,1.08475517481565,0.000938356155529618,5,1.586663544958,100,900,100,800
"core",37,50,"random",3,37,37,4.73638270911761,2.40713055175729,-0.0206456976709887,5,0.439374946967274,100,900,100,800
"core",38,50,"random",3,38,38,8.20360140851699,1.89205962733831,0.00679561147000641,6,0.575857251139131,100,900,100,800
"core",39,50,"random",3,39,39,11.8127025738358,2.50033548567444,0.0062925650831312,6,0.551540432099383,100,900,100,800
"core",40,50,"random",3,40,40,7.80878063850105,1.96113249275368,-0.0286045153671876,8,0.694544904231567,100,900,100,800
"core",41,50,"random",3,41,41,6.82562342658639,3.94066693622153,-0.0269380767317489,10,1.10307240194297,100,900,100,800
"core",42,50,"random",3,42,42,13.3721192597877,2.72826590645127,-0.0114879471296445,10,0.454989368850374,100,900,100,800
"core",43,50,"random",3,43,43,7.64976499555632,1.3719382386189,0.0265147620951757,10,0.126564682305477,100,900,100,800
"core",44,50,"random",3,44,44,7.72177809500135,3.00261559162755,-0.0286260054912418,10,3.26255575571261,100,900,100,800
"core",45,50,"random",3,45,45,3.06543883378617,3.42351223772857,0.0108854016847909,5,0.253671938037651,100,900,100,800
"core",46,50,"random",3,46,46,2.45005094446242,3.16224562528078,-0.0293892727838829,10,0.322311807802496,100,900,100,800
"core",47,50,"random",3,47,47,14.072475762805,3.52313653915189,0.0261513912817463,6,0.335446006830181,100,900,100,800
"core",48,50,"random",3,48,48,5.82936186366715,3.36632950557396,0.00301770323887467,8,0.685752783508498,100,900,100,800
"core",49,50,"random",3,49,49,8.74991573719308,3.83298401453067,-0.0109763294365257,8,0.47119407060849,100,900,100,800
"core",50,50,"random",3,50,50,5.07315352419391,1.80648072017357,-0.0252027125889435,8,0.840528396091624,100,900,100,800
"core",51,50,"random",3,51,51,14.6335275121965,2.6947672450915,0.00683571144472808,6,0.331447362108772,100,900,100,800
"core",52,50,"random",3,52,52,10.2226495156065,1.20645548647735,-0.0284157764352858,5,0.56804972365454,100,900,100,800
"core",53,50,"random",3,53,53,14.4574991557747,2.59653435379732,0.0232758282730356,7,0.727648816590479,100,900,100,800
"core",54,50,"random",3,54,54,13.5226017255336,0.940629721386358,0.0102470380067825,8,1.30051821208016,100,900,100,800
"core",55,50,"random",3,55,55,8.80138892843388,2.46322964061983,0.0127435128344223,6,0.306610722342791,100,900,100,800
"core",56,50,"random",3,56,56,11.3069032458588,3.0873721644748,-0.0252931902883574,7,0.736286611096128,100,900,100,800
"core",57,50,"random",3,57,57,11.628355528228,3.16968212986831,0.0187694027228281,6,0.887746284488314,100,900,100,800
"core",58,50,"random",3,58,58,2.59665221022442,1.37519422825426,0.0290958383912221,7,0.512670080511463,100,900,100,800
"core",59,50,"random",3,59,59,14.4513078790624,3.0523696129676,0.0239493653923273,9,0.406564309672545,100,900,100,800
"core",60,50,"random",3,60,60,4.61477688048035,1.50405470945407,-0.0198012595530599,7,1.93860976621304,100,900,100,800
"core",61,50,"random",3,61,61,5.87938457680866,1.86164684698451,-0.00711324198637158,8,0.735793165317922,100,900,100,800
"core",62,50,"random",3,62,62,13.6424446862657,3.50185192364734,-0.0218249347480014,9,0.446300868742873,100,900,100,800
"core",63,50,"random",3,63,63,9.35898503661156,3.34266756358556,0.0031863020081073,10,0.342339739941805,100,900,100,800
"core",64,50,"random",3,64,64,7.92160380003043,3.93286076118238,-0.0073691992694512,8,0.673489985500335,100,900,100,800
"core",65,50,"random",3,65,65,7.19308796874247,3.0332523524994,0.00197036221157759,9,0.824352775044168,100,900,100,800
"core",66,50,"random",3,66,66,3.07906539528631,2.87637602572795,-0.0285302759427577,10,0.842264710108844,100,900,100,800
"core",67,50,"random",3,67,67,10.1945592346601,3.1532564884983,-0.0101475076563656,8,1.25007432146981,100,900,100,800
"core",68,50,"random",3,68,68,8.04623486823402,1.61298873787746,0.00991630224511027,9,0.19852920793624,100,900,100,800
"core",69,50,"random",3,69,69,9.44091996899806,3.99146166339051,-0.0287736604828387,9,0.14947968805002,100,900,100,800
"core",70,50,"random",3,70,70,10.6090120126028,2.90819246589672,-0.0146864997502416,7,0.456772644639043,100,900,100,800
"core",71,50,"random",3,71,71,13.412807459943,2.63198975659907,-0.0127577388938516,10,0.394851037457936,100,900,100,800
"core",72,50,"random",3,72,72,6.92618083278649,2.49158800230362,-0.0255089914659038,7,2.4484771491782,100,900,100,800
"core",73,50,"random",3,73,73,11.4064660642762,1.56300758558791,0.0260197907779366,6,0.468782696363464,100,900,100,800
"core",74,50,"random",3,74,74,13.1521532656625,2.81854858458973,-0.0232841284247115,9,0.138116233518867,100,900,100,800
"core",75,50,"random",3,75,75,4.42132153874263,2.82247976236977,0.029362544878386,8,2.71076678461102,100,900,100,800
"core",76,50,"random",3,76,76,10.2250755883288,0.874207413522527,-0.0236341413063928,7,0.859119976583218,100,900,100,800
"core",77,50,"random",3,77,77,11.3355057185981,1.88350580341648,-0.0205006766645238,9,0.438575801891576,100,900,100,800
"core",78,50,"random",3,78,78,9.04348585219122,2.18784298759419,-0.00587473422288895,8,1.20948556592007,100,900,100,800
"core",79,50,"random",3,79,79,4.6612637785729,1.27190713956952,-0.014267745455727,9,0.548634793269441,100,900,100,800
"core",80,50,"random",3,80,80,13.6998568524141,2.01240595267154,-0.0147563150525093,7,0.299347731205519,100,900,100,800
"core",81,50,"random",3,81,81,3.60659627895802,1.73645329196006,-0.0288775393087417,7,0.601862409135401,100,900,100,800
"core",82,50,"random",3,82,82,14.3701103019994,2.50123531930149,0.000233286484144626,5,0.195640915061551,100,900,100,800
"core",83,50,"random",3,83,83,12.1622966381256,2.40359299292322,0.00640712305437773,7,0.160561789382438,100,900,100,800
"core",84,50,"random",3,84,84,14.5077675420325,0.703040297841653,0.00789388890378177,10,1.29152878155566,100,900,100,800
"core",85,50,"random",3,85,85,3.48527506017126,3.42115017853212,-0.0117483713664114,6,0.162811223286497,100,900,100,800
"core",86,50,"random",3,86,86,14.7081778096035,1.81814490247052,0.0246870220871642,9,0.857933120429041,100,900,100,800
"core",87,50,"random",3,87,87,10.0661035222001,2.73808150750119,-0.0233444157941267,7,0.214285913828921,100,900,100,800
"core",88,50,"random",3,88,88,14.0565544522833,2.22997446916997,0.00860068996902555,6,0.845529980843999,100,900,100,800
"core",89,50,"random",3,89,89,4.62907726783305,1.21722785790917,-0.00702351325191557,8,0.119073519250834,100,900,100,800
"core",90,50,"random",3,90,90,4.80187936290167,2.22004663501866,0.0206832933286205,6,2.32494347423072,100,900,100,800
"core",91,50,"random",3,91,91,13.9850278955419,2.03356725152116,-0.0200892617600039,8,4.80059174372002,100,900,100,800
"core",92,50,"random",3,92,92,11.3875021615531,2.65190285060089,-0.00381587601732463,6,0.635349700781081,100,900,100,800
"core",93,50,"random",3,93,93,11.9021180476993,0.720652075018734,0.0198142693424597,9,2.66254560121825,100,900,100,800
"core",94,50,"random",3,94,94,5.7086068589706,0.920373564469628,0.0278274238994345,6,0.25837746141665,100,900,100,800
"core",95,50,"random",3,95,95,6.46756545035169,1.96954302990343,0.00983623911626637,7,0.432504541683479,100,900,100,800
"core",96,50,"random",3,96,96,6.43811441469006,1.94597382191569,-0.0129018877912313,10,1.3789691720772,100,900,100,800
"core",97,50,"random",3,97,97,12.2434773589484,0.831945373211056,0.00253776429221034,9,0.557023203500774,100,900,100,800
"core",98,50,"random",3,98,98,6.73849988379516,3.39735290408134,-0.00638951312284917,7,0.176043111847575,100,900,100,800
"core",99,50,"random",3,99,99,10.646593216341,0.787883581710048,0.0192182131391019,8,0.442274910589477,100,900,100,800
"core",100,50,"random",3,100,100,6.84655288071372,2.24749736033846,-0.00389768274966627,7,0.359893556109736,100,900,100,800
"core",1,100,"random",3,101,101,3.57327130157501,3.41203462192789,0.0116825868794695,6,0.336151007533464,100,900,100,800
"core",2,100,"random",3,102,102,12.80100476183,1.60647143237293,-0.0221741148596629,10,0.679735200572396,100,900,100,800
"core",3,100,"random",3,103,103,7.43812467041425,2.00257999170572,-0.0294437306793407,10,0.798043520325683,100,900,100,800
"core",4,100,"random",3,104,104,3.066407360835,1.01020784233697,-0.011369811356999,10,1.20559961796976,100,900,100,800
"core",5,100,"random",3,105,105,4.28835874493234,2.25459323695395,0.00665848571341485,8,0.534839263885677,100,900,100,800
"core",6,100,"random",3,106,106,4.35249478323385,3.27654139872175,0.0251189497299492,10,0.736211499653377,100,900,100,800
"core",7,100,"random",3,107,107,10.7545581848826,2.93438934313599,0.0115717894071713,9,0.759397808132242,100,900,100,800
"core",8,100,"random",3,108,108,9.89094123872928,3.08105925563723,-0.0252031101845205,8,0.116229035685201,100,900,100,800
"core",9,100,"random",3,109,109,5.37384198186919,1.63460610120092,0.00764298529364169,7,0.905387199484309,100,900,100,800
"core",10,100,"random",3,110,110,9.67471839534119,1.3003241403494,0.02640595712699,8,0.355534396596829,100,900,100,800
"core",11,100,"random",3,111,111,7.31041180389002,1.95768364635296,-0.0135800003958866,6,0.307541174735979,100,900,100,800
"core",12,100,"random",3,112,112,13.2635757036041,2.60373099369463,0.0032645999500528,10,0.453424516105398,100,900,100,800
"core",13,100,"random",3,113,113,3.40609176596627,1.49215573037509,0.00310769519302994,7,7.48835563019964,100,900,100,800
"core",14,100,"random",3,114,114,6.18456917395815,1.89423135109246,-0.00199614891316742,8,0.879780885941863,100,900,100,800
"core",15,100,"random",3,115,115,4.18773525767028,1.76671371073462,-0.00377566422801465,6,0.374612985897131,100,900,100,800
"core",16,100,"random",3,116,116,2.67053891299292,0.623209253419191,0.0274140218133107,7,0.183224767819701,100,900,100,800
"core",17,100,"random",3,117,117,9.19265862833709,1.01428349176422,-0.0227152369916439,6,0.218578052098728,100,900,100,800
"core",18,100,"random",3,118,118,3.84497504122555,3.7203707100125,-0.0262890668353066,8,0.854104322765722,100,900,100,800
"core",19,100,"random",3,119,119,4.06549947056919,3.24667533230968,0.0285247460380197,8,1.35686996047292,100,900,100,800
"core",20,100,"random",3,120,120,12.1245171760675,1.45463950536214,-0.00921785329934209,5,1.24002815047949,100,900,100,800
"core",21,100,"random",3,121,121,7.76873775478452,3.06241333833896,-0.0264735279232264,6,0.277254124778775,100,900,100,800
"core",22,100,"random",3,122,122,3.70979249640368,1.59065680927597,0.0245195870054886,10,0.237735475777578,100,900,100,800
"core",23,100,"random",3,123,123,9.3637818582356,1.25600547215436,-0.015022674263455,5,0.19689370304006,100,900,100,800
"core",24,100,"random",3,124,124,12.0604547888506,1.22459359676577,0.0137542291497812,6,0.765676137369708,100,900,100,800
"core",25,100,"random",3,125,125,7.47578272456303,3.8690758110024,0.0229342278605327,10,0.736110120279432,100,900,100,800
"core",26,100,"random",3,126,126,2.79079757118598,1.59475597692654,0.0186932956986129,6,0.43759856046695,100,900,100,800
"core",27,100,"random",3,127,127,7.01080362871289,1.90462454536464,-0.0269138637604192,6,0.17621568746529,100,900,100,800
"core",28,100,"random",3,128,128,8.01126649673097,3.88504576112609,0.0146308783069253,8,0.153495800151765,100,900,100,800
"core",29,100,"random",3,129,129,2.53850980778225,1.83584538882133,0.0151449081860483,6,2.1556232150892,100,900,100,800
"core",30,100,"random",3,130,130,7.33943349123001,1.9877031785436,-0.00114153772126883,8,0.512473936695771,100,900,100,800
"core",31,100,"random",3,131,131,7.10290329460986,0.734128112322651,-0.00753564943559468,7,0.606199529042863,100,900,100,800
"core",32,100,"random",3,132,132,10.3506394189317,3.61776507773902,-0.00106992927845568,7,1.54041755945893,100,900,100,800
"core",33,100,"random",3,133,133,2.46716654486954,2.29775154567324,-0.00828502850141376,9,0.9197729819411,100,900,100,800
"core",34,100,"random",3,134,134,3.20958196395077,2.55566884612199,0.0118550819763914,8,0.222605866169252,100,900,100,800
"core",35,100,"random",3,135,135,13.3813914116472,1.13397337670904,-0.0283831420121714,10,0.186939488147255,100,900,100,800
"core",36,100,"random",3,136,136,2.05457367701456,1.36639226181433,-0.0111051029479131,10,0.147191064693827,100,900,100,800
"core",37,100,"random",3,137,137,4.0520938381087,2.73072658083402,-0.0156107323989272,7,0.204668403367016,100,900,100,800
"core",38,100,"random",3,138,138,8.60709255747497,3.20010782079771,0.000758903170935809,8,0.610333979500714,100,900,100,800
"core",39,100,"random",3,139,139,9.26584952767007,2.52113000454847,0.0096234570024535,5,0.765106425955024,100,900,100,800
"core",40,100,"random",3,140,140,6.37373711937107,0.505600425647572,-0.00205775257665664,9,0.211093269646686,100,900,100,800
"core",41,100,"random",3,141,141,11.077806224348,3.31751211255323,-0.00938595852814615,8,3.23351765725936,100,900,100,800
"core",42,100,"random",3,142,142,5.70148813794367,3.69237056036945,-0.0287351551651955,7,0.828106956871822,100,900,100,800
"core",43,100,"random",3,143,143,8.52819379139692,1.37537221296225,0.0231951797381043,9,1.35337296341275,100,900,100,800
"core",44,100,"random",3,144,144,10.339788364945,1.24723145703319,-0.0112232088670135,9,0.475697177847553,100,900,100,800
"core",45,100,"random",3,145,145,13.8431721501984,0.668691957951523,0.00158483382314444,5,1.7158107292551,100,900,100,800
"core",46,100,"random",3,146,146,2.97133137146011,0.992519831401296,-0.0156912430655211,5,0.811591162404659,100,900,100,800
"core",47,100,"random",3,147,147,4.58034717920236,2.78112028480973,-0.000274506881833076,9,0.94740411696607,100,900,100,800
"core",48,100,"random",3,148,148,10.2916780253872,1.93444384913892,0.00692833167035133,10,2.61470679504459,100,900,100,800
"core",49,100,"random",3,149,149,10.7263938533142,2.846840517479,-0.00207134819123894,9,3.44396364734672,100,900,100,800
"core",50,100,"random",3,150,150,2.72848026640713,1.69660882314201,-0.0251238689152524,9,0.575444852470439,100,900,100,800
"core",51,100,"random",3,151,151,4.13521856558509,3.65148071793374,0.0096414590254426,6,0.579557169471497,100,900,100,800
"core",52,100,"random",3,152,152,2.63066392275505,2.05682391894516,0.00747103326022625,5,0.924543844682848,100,900,100,800
"core",53,100,"random",3,153,153,14.781410854077,2.02315125451423,0.0240622939355671,5,0.29481712233431,100,900,100,800
"core",54,100,"random",3,154,154,8.96108797402121,3.66910521744285,-0.0275322559615597,10,3.32055681626496,100,900,100,800
"core",55,100,"random",3,155,155,11.8043245654553,2.91958751855418,0.0181955994805321,9,1.54262957189049,100,900,100,800
"core",56,100,"random",3,156,156,11.606367956847,1.1111769892741,-0.0233811676176265,9,0.207842997416588,100,900,100,800
"core",57,100,"random",3,157,157,6.75358953303657,2.87052758468781,0.0174919360410422,7,0.405043725533147,100,900,100,800
"core",58,100,"random",3,158,158,11.0627267996315,1.01939944201149,0.023040688438341,5,0.60825671533989,100,900,100,800
"core",59,100,"random",3,159,159,12.1896976747084,1.60927854420152,0.0263064658921212,7,2.10468993987327,100,900,100,800
"core",60,100,"random",3,160,160,2.34964179084636,3.08286335761659,0.0195201061153784,10,1.74488758986414,100,900,100,800
"core",61,100,"random",3,161,161,3.61105120251887,0.709221961791627,-0.00987418781965971,9,0.775336709954242,100,900,100,800
"core",62,100,"random",3,162,162,8.5700995514635,3.939526827191,0.00602525504305958,8,0.54971652993356,100,900,100,800
"core",63,100,"random",3,163,163,14.1464189940598,1.35891591070686,-0.00122981765773147,6,0.463008174091299,100,900,100,800
"core",64,100,"random",3,164,164,3.46660254732706,0.709749158704653,-0.0177216768404469,8,0.432850288526464,100,900,100,800
"core",65,100,"random",3,165,165,3.61126750055701,2.45646278443746,0.0281313737528399,7,2.50768113418561,100,900,100,800
"core",66,100,"random",3,166,166,6.92131259385496,2.64764675626066,0.0288261931668967,5,1.30534554995364,100,900,100,800
"core",67,100,"random",3,167,167,2.77684864355251,2.43852345854975,-0.0112648412073031,5,0.462602538469451,100,900,100,800
"core",68,100,"random",3,168,168,7.82895530294627,3.9811155552743,-0.0229597614007071,6,0.158732079592155,100,900,100,800
"core",69,100,"random",3,169,169,8.2136162458919,0.797424831194803,0.0160136264702305,5,0.118968705855501,100,900,100,800
"core",70,100,"random",3,170,170,3.28106926917098,1.55833400855772,0.00249764137901366,5,0.357117672622309,100,900,100,800
"core",71,100,"random",3,171,171,12.4274701299146,2.12018707883544,0.00722897660918534,6,0.336828908246092,100,900,100,800
"core",72,100,"random",3,172,172,11.4479251899756,3.05998667166568,0.0278102779900655,5,0.373227695099615,100,900,100,800
"core",73,100,"random",3,173,173,8.44245080463588,0.961086840135977,0.0287560409540311,9,0.370115834015235,100,900,100,800
"core",74,100,"random",3,174,174,12.1920766504481,2.06084007280879,-0.0206328384904191,5,0.370533095474985,100,900,100,800
"core",75,100,"random",3,175,175,4.90593560575508,3.20134183811024,0.0267009897669777,6,0.186211301002905,100,900,100,800
"core",76,100,"random",3,176,176,9.42148980614729,3.17703316127881,0.0264971768343821,6,2.21268120349599,100,900,100,800
"core",77,100,"random",3,177,177,13.4421117443126,2.35835905023851,0.00567471164278686,7,0.301853201118303,100,900,100,800
"core",78,100,"random",3,178,178,14.221538517857,1.11227799335029,-0.011135501540266,10,0.405753106444007,100,900,100,800
"core",79,100,"random",3,179,179,14.8975665448233,1.57996913604438,0.0135683956509456,8,0.229183490912171,100,900,100,800
"core",80,100,"random",3,180,180,8.82354113040492,1.58046491176356,0.000988037344068288,6,1.24987683384603,100,900,100,800
"core",81,100,"random",3,181,181,2.32610418996774,3.05376189912204,-0.0299157581711188,10,0.278371317721347,100,900,100,800
"core",82,100,"random",3,182,182,5.52060471219011,2.46102161111776,0.0134197022113949,10,0.980633811688586,100,900,100,800
"core",83,100,"random",3,183,183,14.0861517186277,1.17344920430332,-0.00150429129134864,10,2.2413625606659,100,900,100,800
"core",84,100,"random",3,184,184,10.1862269218545,1.56269743025769,0.0217861385364085,8,0.241967966998883,100,900,100,800
"core",85,100,"random",3,185,185,6.1266529369168,3.5737864850089,0.0152230811538175,6,0.214393694874863,100,900,100,800
"core",86,100,"random",3,186,186,5.40837307786569,2.77648037404288,0.000109890829771756,7,0.561430103466327,100,900,100,800
"core",87,100,"random",3,187,187,12.877695266623,1.27255343191791,0.029583696029149,5,0.703533315425265,100,900,100,800
"core",88,100,"random",3,188,188,3.86006877967156,2.52688489586581,0.0138957715546712,6,0.395627527740904,100,900,100,800
"core",89,100,"random",3,189,189,2.44263956532814,0.62376732879784,0.00308812877163291,9,0.437277707927954,100,900,100,800
"core",90,100,"random",3,190,190,7.34590283082798,3.24432497762609,0.00347299272660166,10,0.40934969534983,100,900,100,800
"core",91,100,"random",3,191,191,7.16355225536972,1.12807259417605,0.0140826842235401,8,1.04377723658224,100,900,100,800
"core",92,100,"random",3,192,192,3.29935010825284,3.45715816016309,-0.00263943716883659,9,0.994873938979683,100,900,100,800
"core",93,100,"random",3,193,193,4.1946383616887,1.76262254873291,0.00200651474297046,8,0.758737430265626,100,900,100,800
"core",94,100,"random",3,194,194,13.8860433106311,2.01896871696226,0.00885310004465282,7,0.719912372790592,100,900,100,800
"core",95,100,"random",3,195,195,6.05551029625349,2.00475316110533,-0.0236917018890381,7,0.493011145988425,100,900,100,800
"core",96,100,"random",3,196,196,5.95683184475638,3.87006994243711,0.0144102023821324,5,0.682633682202476,100,900,100,800
"core",97,100,"random",3,197,197,3.8287602129858,1.24219238921069,0.00212766439653933,8,2.81648848952826,100,900,100,800
"core",98,100,"random",3,198,198,9.17115096189082,1.95016484998632,0.0116143865743652,8,2.00615767750498,100,900,100,800
"core",99,100,"random",3,199,199,10.3732331369538,1.71532221965026,0.0141248287959024,8,0.195699795838572,100,900,100,800
"core",100,100,"random",3,200,200,4.51351727521978,1.76476645073853,0.0162414456065744,7,1.3951872780131,100,900,100,800
"core",1,200,"random",3,201,201,13.5447577231098,2.6274821908446,0.00689383406192064,9,0.199418977696717,100,900,100,800
"core",2,200,"random",3,202,202,10.1953702925239,0.711942915921099,-0.00283086132723838,6,0.338398778007835,100,900,100,800
"core",3,200,"random",3,203,203,6.03920976119116,2.60647965385579,0.0161432280857116,8,1.86948040847442,100,900,100,800
"core",4,200,"random",3,204,204,14.5217984959017,2.77341218141373,-0.00818381963297725,9,0.677476016613878,100,900,100,800
"core",5,200,"random",3,205,205,7.32878838363104,2.40385547373444,-0.000102730141952632,8,0.390856090484659,100,900,100,800
"core",6,200,"random",3,206,206,11.7256893669255,3.18409983650781,0.00894938518758863,9,0.540584621091013,100,900,100,800
"core",7,200,"random",3,207,207,3.7308793773409,1.13018735835794,-0.010334911881946,6,0.616352736585986,100,900,100,800
"core",8,200,"random",3,208,208,14.6011816435494,0.888398402370512,-0.0232061972049996,7,0.808337986737355,100,900,100,800
"core",9,200,"random",3,209,209,12.9243468437344,2.54509133694228,0.0206868085172027,9,3.06557754128613,100,900,100,800
"core",10,200,"random",3,210,210,9.47050741943531,3.62198415084276,-0.00213039445225149,6,0.578451308347064,100,900,100,800
"core",11,200,"random",3,211,211,11.2674880535342,3.71909548691474,-0.0240973206656054,10,0.257990443479465,100,900,100,800
"core",12,200,"random",3,212,212,3.9177703531459,2.56641397275962,0.0268608951754868,10,0.637553155175619,100,900,100,800
"core",13,200,"random",3,213,213,2.76538916374557,1.23297056218144,0.0164819628791884,9,0.185239283934892,100,900,100,800
"core",14,200,"random",3,214,214,2.96097336476669,0.842677680542693,-0.0109526288229972,7,0.638340217589726,100,900,100,800
"core",15,200,"random",3,215,215,14.0991906484123,3.90389552828856,0.00324417858850211,6,0.478426769204904,100,900,100,800
"core",16,200,"random",3,216,216,9.2233426484745,0.685564823681489,-0.00667497019283473,5,1.18619723179229,100,900,100,800
"core",17,200,"random",3,217,217,3.57508643926121,3.32332438312005,-0.0297283931309357,10,0.438322872636849,100,900,100,800
"core",18,200,"random",3,218,218,3.8418758448679,3.63026101794094,0.00310358653776348,5,0.796602217635089,100,900,100,800
"core",19,200,"random",3,219,219,3.90315671940334,0.860960519989021,-0.0115657688258216,7,3.30988634266478,100,900,100,800
"core",20,200,"random",3,220,220,6.51048282091506,2.92469969333615,-0.0174678252870217,6,0.432484168549508,100,900,100,800
"core",21,200,"random",3,221,221,2.91690690349787,1.09282320318744,0.0241159616690129,10,0.353961870699685,100,900,100,800
"core",22,200,"random",3,222,222,10.1750616044737,2.49689966719598,-0.00508569742552936,8,0.138760804008802,100,900,100,800
"core",23,200,"random",3,223,223,3.51253892830573,1.83281375619117,-0.0288576604519039,8,0.489834137490848,100,900,100,800
"core",24,200,"random",3,224,224,11.6622632551007,1.29799607908353,0.0195717589650303,6,0.131726300940865,100,900,100,800
"core",25,200,"random",3,225,225,6.73106158734299,2.24692311638501,0.0256195620959625,6,0.279144379028805,100,900,100,800
"core",26,200,"random",3,226,226,13.284322429914,3.27334038598929,0.00737259211018682,7,1.47636035457693,100,900,100,800
"core",27,200,"random",3,227,227,11.1379832315724,1.13210878660902,0.0254954834841192,8,0.159039781481433,100,900,100,800
"core",28,200,"random",3,228,228,3.70811571064405,1.2070217524888,-0.00667594436556101,7,0.665923946762855,100,900,100,800
"core",29,200,"random",3,229,229,5.10109358211048,1.40286477073096,0.0229131941171363,5,0.201611183513398,100,900,100,800
"core",30,200,"random",3,230,230,4.39291316550225,3.18462171696592,0.00633235348854214,8,2.15907775303641,100,900,100,800
"core",31,200,"random",3,231,231,7.47476314450614,2.76330013177358,-0.00166345636826009,5,0.728951686451798,100,900,100,800
"core",32,200,"random",3,232,232,4.64413885260001,1.09578629070893,-0.0141050660284236,8,0.555327741163522,100,900,100,800
"core",33,200,"random",3,233,233,7.05975652299821,2.63322351314127,-0.0127253562910482,6,1.94564270882949,100,900,100,800
