Year,True_value
407,11.105
408,11.120000000000001
409,11.135
410,11.149999999999999
411,11.165
412,11.18
413,11.195
414,11.21
415,11.225
416,11.24
417,11.254999999999999
418,11.27
419,11.285
420,11.3
421,11.315
422,11.33
423,11.344999999999999
424,11.36
425,11.375
426,11.39
427,11.405
428,11.42
429,11.434999999999999
430,11.45
431,11.465
432,11.48
433,11.495000000000001
434,11.51
435,11.524999999999999
436,11.54
437,11.555
438,11.57
439,11.585
440,11.6
441,11.614999999999998
442,11.629999999999999
443,11.645
444,11.66
445,11.675
446,11.69
447,11.705
448,11.719999999999999
449,11.735
450,11.75
451,11.765
452,11.78
453,11.795
454,11.809999999999999
455,11.825
456,11.84
457,11.855
458,11.870000000000001
459,11.885
460,11.899999999999999
461,11.915
462,11.93
463,11.945
464,11.96
465,11.975
466,11.989999999999998
467,12.004999999999999
468,12.02
469,12.035
470,12.05
471,12.065
472,12.08
473,12.094999999999999
474,12.11
475,12.125
476,12.14
477,12.155
478,12.17
479,12.184999999999999
480,12.2
481,12.215
482,12.23
483,12.245000000000001
484,12.26
485,12.274999999999999
486,12.29
487,12.305
488,12.32
489,12.335
490,12.35
491,12.364999999999998
492,12.379999999999999
493,12.395
494,12.41
495,12.425
496,12.44
497,12.455
498,12.469999999999999
499,12.485
500,12.5
501,12.515
502,12.53
503,12.545
504,12.559999999999999
505,12.575
506,12.59
507,12.605
508,12.620000000000001
509,12.635
510,12.649999999999999
511,12.665
512,12.68
513,12.695
514,12.71
515,12.725
516,12.739999999999998
517,12.754999999999999
518,12.77
519,12.785
520,12.8
521,12.815
522,12.83
523,12.844999999999999
524,12.86
525,12.875
526,12.89
527,12.905
528,12.92
529,12.934999999999999
530,12.95
531,12.965
532,12.98
533,12.995000000000001
534,13.01
535,13.025
536,13.04
537,13.055
538,13.07
539,13.084999999999999
540,13.1
541,13.115
542,13.129999999999999
543,13.145
544,13.16
545,13.174999999999999
546,13.19
547,13.205
548,13.219999999999999
549,13.235
550,13.25
551,13.265
552,13.28
553,13.295
554,13.31
555,13.325
556,13.34
557,13.355
558,13.37
559,13.385
560,13.4
561,13.415
562,13.43
563,13.445
564,13.459999999999999
565,13.475
566,13.49
567,13.504999999999999
568,13.52
569,13.535
570,13.549999999999999
571,13.565
572,13.58
573,13.594999999999999
574,13.61
575,13.625
576,13.64
577,13.655
578,13.67
579,13.685
580,13.7
581,13.715
582,13.73
583,13.745
584,13.76
585,13.775
586,13.79
587,13.805
588,13.82
589,13.834999999999999
590,13.85
591,13.865
592,13.879999999999999
593,13.895
594,13.91
595,13.924999999999999
596,13.94
597,13.955
598,13.969999999999999
599,13.985
600,14
601,14.014999999999999
602,14.03
603,14.045
604,14.06
605,14.075
606,14.09
607,14.105
608,14.12
609,14.135
610,14.15
611,14.165
612,14.18
613,14.195
614,14.209999999999999
615,14.225
616,14.24
617,14.254999999999999
618,14.27
619,14.285
620,14.299999999999999
621,14.315
622,14.33
623,14.344999999999999
624,14.36
625,14.375
626,14.389999999999999
627,14.405
628,14.42
629,14.435
630,14.45
631,14.465
632,14.48
633,14.495
634,14.51
635,14.525
636,14.54
637,14.555
638,14.57
639,14.584999999999999
640,14.6
641,14.615
642,14.629999999999999
643,14.645
644,14.66
645,14.674999999999999
646,14.69
647,14.705
648,14.719999999999999
649,14.735
650,14.75
651,14.764999999999999
652,14.78
653,14.795
654,14.81
655,14.825
656,14.84
657,14.855
658,14.87
659,14.885
660,14.9
661,14.915
662,14.93
663,14.945
664,14.959999999999999
665,14.975
666,14.99
667,15.004999999999999
668,15.02
669,15.035
670,15.049999999999999
671,15.065
672,15.08
673,15.094999999999999
674,15.11
675,15.125
676,15.139999999999999
677,15.155
678,15.17
679,15.185
680,15.2
681,15.215
682,15.23
683,15.245
684,15.26
685,15.275
686,15.29
687,15.305
688,15.32
689,15.334999999999999
690,15.35
691,15.365
692,15.379999999999999
693,15.395
694,15.41
695,15.424999999999999
696,15.44
697,15.455
698,15.469999999999999
699,15.485
700,15.5
701,15.514999999999999
702,15.53
703,15.545
704,15.559999999999999
705,15.575
706,15.59
707,15.605
708,15.62
709,15.635
710,15.65
711,15.665
712,15.68
713,15.695
714,15.709999999999999
715,15.725
716,15.74
717,15.754999999999999
718,15.77
719,15.785
720,15.799999999999999
721,15.815
722,15.83
723,15.844999999999999
724,15.86
725,15.875
726,15.889999999999999
727,15.905
728,15.92
729,15.934999999999999
730,15.95
731,15.965
732,15.98
733,15.995
734,16.009999999999998
735,16.025
736,16.04
737,16.055
738,16.07
739,16.085
740,16.1
741,16.115000000000002
742,16.13
743,16.145
744,16.16
745,16.174999999999997
746,16.189999999999998
747,16.205
748,16.22
749,16.235
750,16.25
751,16.265
752,16.28
753,16.295
754,16.31
755,16.325
756,16.34
757,16.355
758,16.369999999999997
759,16.384999999999998
760,16.4
761,16.415
762,16.43
763,16.445
764,16.46
765,16.475
766,16.490000000000002
767,16.505
768,16.52
769,16.535
770,16.549999999999997
771,16.564999999999998
772,16.58
773,16.595
774,16.61
775,16.625
776,16.64
777,16.655
778,16.67
779,16.685
780,16.7
781,16.715
782,16.73
783,16.744999999999997
784,16.759999999999998
785,16.775
786,16.79
787,16.805
788,16.82
789,16.835
790,16.85
791,16.865000000000002
792,16.88
793,16.895
794,16.91
795,16.924999999999997
796,16.939999999999998
797,16.955
798,16.97
799,16.985
800,17
801,17.015
802,17.03
803,17.045
804,17.06
805,17.075
806,17.09
807,17.105
808,17.119999999999997
809,17.134999999999998
810,17.15
811,17.165
812,17.18
813,17.195
814,17.21
815,17.225
816,17.240000000000002
817,17.255
818,17.27
819,17.285
820,17.299999999999997
821,17.314999999999998
822,17.33
823,17.345
824,17.36
825,17.375
826,17.39
827,17.405
828,17.42
829,17.435
830,17.45
831,17.465
832,17.48
833,17.494999999999997
834,17.509999999999998
835,17.525
836,17.54
837,17.555
838,17.57
839,17.585
840,17.6
841,17.615000000000002
842,17.63
843,17.645
844,17.66
845,17.674999999999997
846,17.689999999999998
847,17.705
848,17.72
849,17.735
850,17.75
851,17.765
852,17.78
853,17.795
854,17.81
855,17.825
856,17.84
857,17.854999999999997
858,17.869999999999997
859,17.884999999999998
860,17.9
861,17.915
862,17.93
863,17.945
864,17.96
865,17.975
866,17.990000000000002
867,18.005
868,18.02
869,18.035
870,18.049999999999997
871,18.064999999999998
872,18.08
873,18.095
874,18.11
875,18.125
876,18.14
877,18.155
878,18.17
879,18.185
880,18.2
881,18.215
882,18.229999999999997
883,18.244999999999997
884,18.259999999999998
885,18.275
886,18.29
887,18.305
888,18.32
889,18.335
890,18.35
891,18.365000000000002
892,18.38
893,18.395
894,18.41
895,18.424999999999997
896,18.439999999999998
897,18.455
898,18.47
899,18.485
900,18.5
