"rep","N","slope_condition","prop_coarse_samples","coarse_frac","growth_ratio","precision_trend","sweep","dataset_id","seed","intercept","sigma","slope","period_start","period_end","fine_frac","time_ref_min","time_ref_range"
16,50,"random",0.5,0.25,1,0,"core",16,16,6.63852109247819,0.896207482554018,-0.00623907010070979,100,900,0.0625,-332,1664
17,50,"random",0.5,0.25,1,0,"core",17,17,9.08765855408274,2.73836347763427,-0.0139660565229133,100,900,0.0625,-332,1664
18,50,"random",0.5,0.25,1,0,"core",18,18,2.01556897908449,1.35691775323357,0.0136968803079799,100,900,0.0625,-332,1664
19,50,"random",0.5,0.25,1,0,"core",19,19,6.13171836873516,0.873458076966926,0.00623578682541847,100,900,0.0625,-332,1664
20,50,"random",0.5,0.25,1,0,"core",20,20,2.22476159897633,2.66079035378061,0.00597798358183354,100,900,0.0625,-332,1664
21,50,"random",0.5,0.25,1,0,"core",21,21,6.4402543369215,2.19121850212105,-0.0196332586929202,100,900,0.0625,-332,1664
22,50,"random",0.5,0.25,1,0,"core",22,22,6.46470439946279,2.58196783694439,0.0258854027045891,100,900,0.0625,-332,1664
23,50,"random",0.5,0.25,1,0,"core",23,23,5.02331501292065,2.28035352437291,0.00317816003691405,100,900,0.0625,-332,1664
24,50,"random",0.5,0.25,1,0,"core",24,24,2.79779476020485,3.06054121686611,-0.0279064135160297,100,900,0.0625,-332,1664
25,50,"random",0.5,0.25,1,0,"core",25,25,7.36089127301238,3.62475720606744,0.00116061829961836,100,900,0.0625,-332,1664
26,50,"random",0.5,0.25,1,0,"core",26,26,4.41165830334648,2.85160961549263,0.0065428983187303,100,900,0.0625,-332,1664
27,50,"random",0.5,0.25,1,0,"core",27,27,7.33873682818376,1.01526728610042,-0.00248141979798674,100,900,0.0625,-332,1664
28,50,"random",0.5,0.25,1,0,"core",28,28,3.82105112401769,2.14223803963978,-0.00912237707991153,100,900,0.0625,-332,1664
29,50,"random",0.5,0.25,1,0,"core",29,29,2.07064871862531,3.64957870566286,-0.0106555029843003,100,900,0.0625,-332,1664
30,50,"random",0.5,0.25,1,0,"core",30,30,9.82260460359976,3.92536988679785,-0.00732098631095141,100,900,0.0625,-332,1664
31,50,"random",0.5,0.25,1,0,"core",31,31,13.843131654663,2.11937583622057,-0.0255685176188126,100,900,0.0625,-332,1664
32,50,"random",0.5,0.25,1,0,"core",32,32,4.27971619134769,1.22323776630219,0.00232539606280625,100,900,0.0625,-332,1664
33,50,"random",0.5,0.25,1,0,"core",33,33,11.5054363717791,1.74723332596477,0.0297351681534201,100,900,0.0625,-332,1664
34,50,"random",0.5,0.25,1,0,"core",34,34,2.21004372532479,2.91478399804328,-0.0210074138827622,100,900,0.0625,-332,1664
35,50,"random",0.5,0.25,1,0,"core",35,35,9.61950431135483,3.38042260857765,-0.0222475066920742,100,900,0.0625,-332,1664
36,50,"random",0.5,0.25,1,0,"core",36,36,7.53563956916332,0.630109651712701,0.0293055666843429,100,900,0.0625,-332,1664
37,50,"random",0.5,0.25,1,0,"core",37,37,4.73638270911761,2.66687098960392,0.0141823730338365,100,900,0.0625,-332,1664
38,50,"random",0.5,0.25,1,0,"core",38,38,8.20360140851699,2.69672366301529,0.0263748920056969,100,900,0.0625,-332,1664
39,50,"random",0.5,0.25,1,0,"core",39,39,11.8127025738358,3.34015904355329,-0.018734158356674,100,900,0.0625,-332,1664
40,50,"random",0.5,0.25,1,0,"core",40,40,7.80878063850105,0.658549417741597,0.0144388099852949,100,900,0.0625,-332,1664
41,50,"random",0.5,0.25,1,0,"core",41,41,6.82562342658639,3.81521152460482,-0.0240684559056535,100,900,0.0625,-332,1664
42,50,"random",0.5,0.25,1,0,"core",42,42,13.3721192597877,0.625497459201142,-0.0218929261760786,100,900,0.0625,-332,1664
43,50,"random",0.5,0.25,1,0,"core",43,43,7.64976499555632,2.17455920728389,0.0257452032202855,100,900,0.0625,-332,1664
44,50,"random",0.5,0.25,1,0,"core",44,44,7.72177809500135,1.10545995365828,-0.0183529064431787,100,900,0.0625,-332,1664
45,50,"random",0.5,0.25,1,0,"core",45,45,3.06543883378617,0.639478853903711,-0.0112220400944352,100,900,0.0625,-332,1664
46,50,"random",0.5,0.25,1,0,"core",46,46,2.45005094446242,1.48783214867581,-0.0102160746557638,100,900,0.0625,-332,1664
47,50,"random",0.5,0.25,1,0,"core",47,47,14.072475762805,1.56665753561538,-0.00366781750693917,100,900,0.0625,-332,1664
48,50,"random",0.5,0.25,1,0,"core",48,48,5.82936186366715,3.36936490389053,0.00701666775159538,100,900,0.0625,-332,1664
49,50,"random",0.5,0.25,1,0,"core",49,49,8.74991573719308,1.95072236389387,0.0283662045607343,100,900,0.0625,-332,1664
50,50,"random",0.5,0.25,1,0,"core",50,50,5.07315352419391,3.34506504191086,0.00161949151195586,100,900,0.0625,-332,1664
51,50,"random",0.5,0.25,1,0,"core",51,51,14.6335275121965,2.36486770794727,0.016091713369824,100,900,0.0625,-332,1664
52,50,"random",0.5,0.25,1,0,"core",52,52,10.2226495156065,1.1566629151348,0.0190404311008751,100,900,0.0625,-332,1664
53,50,"random",0.5,0.25,1,0,"core",53,53,14.4574991557747,0.710944535559975,0.00767322367988527,100,900,0.0625,-332,1664
54,50,"random",0.5,0.25,1,0,"core",54,54,13.5226017255336,0.829146280069835,-0.00166778075974434,100,900,0.0625,-332,1664
55,50,"random",0.5,0.25,1,0,"core",55,55,8.80138892843388,1.33765726711135,-0.0114229497034103,100,900,0.0625,-332,1664
56,50,"random",0.5,0.25,1,0,"core",56,56,11.3069032458588,2.61680993647315,-0.0248441040096804,100,900,0.0625,-332,1664
57,50,"random",0.5,0.25,1,0,"core",57,57,11.628355528228,1.61897661036346,-0.00603299121838063,100,900,0.0625,-332,1664
58,50,"random",0.5,0.25,1,0,"core",58,58,2.59665221022442,0.734550490160473,-0.000640532411634923,100,900,0.0625,-332,1664
59,50,"random",0.5,0.25,1,0,"core",59,59,14.4513078790624,1.94594330852851,-0.00599945713765919,100,900,0.0625,-332,1664
60,50,"random",0.5,0.25,1,0,"core",60,60,4.61477688048035,0.566254749894142,-0.00493514493573457,100,900,0.0625,-332,1664
61,50,"random",0.5,0.25,1,0,"core",61,61,5.87938457680866,1.42010613018647,-0.00919956446159631,100,900,0.0625,-332,1664
62,50,"random",0.5,0.25,1,0,"core",62,62,13.6424446862657,1.32727234088816,0.0180662511661649,100,900,0.0625,-332,1664
63,50,"random",0.5,0.25,1,0,"core",63,63,9.35898503661156,1.56576101784594,0.0255156926019117,100,900,0.0625,-332,1664
64,50,"random",0.5,0.25,1,0,"core",64,64,7.92160380003043,2.37965068453923,0.0122958166245371,100,900,0.0625,-332,1664
65,50,"random",0.5,0.25,1,0,"core",65,65,7.19308796874247,3.8647491253214,-0.00029457873199135,100,900,0.0625,-332,1664
66,50,"random",0.5,0.25,1,0,"core",66,66,3.07906539528631,3.99020938808098,-0.0242520550685003,100,900,0.0625,-332,1664
67,50,"random",0.5,0.25,1,0,"core",67,67,10.1945592346601,1.99874698172789,-0.0167360141314566,100,900,0.0625,-332,1664
68,50,"random",0.5,0.25,1,0,"core",68,68,8.04623486823402,3.7556629977189,0.0155280161323026,100,900,0.0625,-332,1664
69,50,"random",0.5,0.25,1,0,"core",69,69,9.44091996899806,0.841262927395292,0.0193908428074792,100,900,0.0625,-332,1664
70,50,"random",0.5,0.25,1,0,"core",70,70,10.6090120126028,3.23120845621452,-0.00377440406475216,100,900,0.0625,-332,1664
71,50,"random",0.5,0.25,1,0,"core",71,71,13.412807459943,0.996983340824954,0.00297877932898701,100,900,0.0625,-332,1664
72,50,"random",0.5,0.25,1,0,"core",72,72,6.92618083278649,2.24620477482677,0.00529291556216777,100,900,0.0625,-332,1664
73,50,"random",0.5,0.25,1,0,"core",73,73,11.4064660642762,2.28515351552051,-0.0280598482489586,100,900,0.0625,-332,1664
74,50,"random",0.5,0.25,1,0,"core",74,74,13.1521532656625,0.60875112330541,0.0148061961634085,100,900,0.0625,-332,1664
75,50,"random",0.5,0.25,1,0,"core",75,75,4.42132153874263,3.89132602477912,-0.0192824371252209,100,900,0.0625,-332,1664
76,50,"random",0.5,0.25,1,0,"core",76,76,10.2250755883288,1.64150429761503,-0.0242495073890313,100,900,0.0625,-332,1664
77,50,"random",0.5,0.25,1,0,"core",77,77,11.3355057185981,3.05038892792072,-0.0129925419017673,100,900,0.0625,-332,1664
78,50,"random",0.5,0.25,1,0,"core",78,78,9.04348585219122,2.34441279433668,-0.00958696445915848,100,900,0.0625,-332,1664
79,50,"random",0.5,0.25,1,0,"core",79,79,4.6612637785729,0.849753227666952,0.00977194558829069,100,900,0.0625,-332,1664
80,50,"random",0.5,0.25,1,0,"core",80,80,13.6998568524141,3.5438065630151,0.000977907800115644,100,900,0.0625,-332,1664
81,50,"random",0.5,0.25,1,0,"core",81,81,3.60659627895802,2.17663217813242,-0.0170598555123433,100,900,0.0625,-332,1664
82,50,"random",0.5,0.25,1,0,"core",82,82,14.3701103019994,1.15148439141922,-0.0147504086187109,100,900,0.0625,-332,1664
83,50,"random",0.5,0.25,1,0,"core",83,83,12.1622966381256,1.26837452885229,-0.000615793601609765,100,900,0.0625,-332,1664
84,50,"random",0.5,0.25,1,0,"core",84,84,14.5077675420325,3.38869932817761,0.0257817861484364,100,900,0.0625,-332,1664
85,50,"random",0.5,0.25,1,0,"core",85,85,3.48527506017126,0.940325703122653,-0.0210701666492969,100,900,0.0625,-332,1664
86,50,"random",0.5,0.25,1,0,"core",86,86,14.7081778096035,1.45786905940622,-0.0107836573384702,100,900,0.0625,-332,1664
87,50,"random",0.5,0.25,1,0,"core",87,87,10.0661035222001,2.37323288409971,0.0224910133704543,100,900,0.0625,-332,1664
88,50,"random",0.5,0.25,1,0,"core",88,88,14.0565544522833,3.56683677341789,-0.0281141930725425,100,900,0.0625,-332,1664
89,50,"random",0.5,0.25,1,0,"core",89,89,4.62907726783305,3.97432782442775,-0.00263832606375217,100,900,0.0625,-332,1664
90,50,"random",0.5,0.25,1,0,"core",90,90,4.80187936290167,3.87037059757859,-0.0123286224296317,100,900,0.0625,-332,1664
91,50,"random",0.5,0.25,1,0,"core",91,91,13.9850278955419,3.7257536255056,-0.00233652711845934,100,900,0.0625,-332,1664
92,50,"random",0.5,0.25,1,0,"core",92,92,11.3875021615531,0.830801007919945,-0.000805889409966766,100,900,0.0625,-332,1664
93,50,"random",0.5,0.25,1,0,"core",93,93,11.9021180476993,0.78516088204924,-0.0211148934066296,100,900,0.0625,-332,1664
94,50,"random",0.5,0.25,1,0,"core",94,94,5.7086068589706,3.11101184482686,-0.0127413013391197,100,900,0.0625,-332,1664
95,50,"random",0.5,0.25,1,0,"core",95,95,6.46756545035169,2.79283177328762,-0.00781840695999563,100,900,0.0625,-332,1664
96,50,"random",0.5,0.25,1,0,"core",96,96,6.43811441469006,1.9502557903761,-0.0128582979133353,100,900,0.0625,-332,1664
97,50,"random",0.5,0.25,1,0,"core",97,97,12.2434773589484,3.05085181316826,0.0178134736558422,100,900,0.0625,-332,1664
98,50,"random",0.5,0.25,1,0,"core",98,98,6.73849988379516,3.18015884887427,0.0010910868505016,100,900,0.0625,-332,1664
99,50,"random",0.5,0.25,1,0,"core",99,99,10.646593216341,3.36100236722268,-0.0175597534468398,100,900,0.0625,-332,1664
100,50,"random",0.5,0.25,1,0,"core",100,100,6.84655288071372,3.92901016143151,0.0246505565615371,100,900,0.0625,-332,1664
101,50,"random",0.5,0.25,1,0,"core",101,101,3.57327130157501,2.84395541006234,-0.0111606458807364,100,900,0.0625,-332,1664
102,50,"random",0.5,0.25,1,0,"core",102,102,12.80100476183,3.71189253882039,-0.0171969831548631,100,900,0.0625,-332,1664
103,50,"random",0.5,0.25,1,0,"core",103,103,7.43812467041425,3.7732620126335,-0.00660043789073825,100,900,0.0625,-332,1664
104,50,"random",0.5,0.25,1,0,"core",104,104,3.066407360835,2.40475713845808,0.0297155690286309,100,900,0.0625,-332,1664
105,50,"random",0.5,0.25,1,0,"core",105,105,4.28835874493234,0.857330883154646,-0.0288962248759344,100,900,0.0625,-332,1664
106,50,"random",0.5,0.25,1,0,"core",106,106,4.35249478323385,3.90766063693445,-0.00220805594231933,100,900,0.0625,-332,1664
107,50,"random",0.5,0.25,1,0,"core",107,107,10.7545581848826,3.25800096953753,0.000705279512330889,100,900,0.0625,-332,1664
108,50,"random",0.5,0.25,1,0,"core",108,108,9.89094123872928,1.09886210272089,0.0290528955264017,100,900,0.0625,-332,1664
109,50,"random",0.5,0.25,1,0,"core",109,109,5.37384198186919,1.77904123486951,-0.0291147538181394,100,900,0.0625,-332,1664
110,50,"random",0.5,0.25,1,0,"core",110,110,9.67471839534119,3.13490200322121,-0.00142738594673574,100,900,0.0625,-332,1664
111,50,"random",0.5,0.25,1,0,"core",111,111,7.31041180389002,1.57033257582225,0.0269697522930801,100,900,0.0625,-332,1664
112,50,"random",0.5,0.25,1,0,"core",112,112,13.2635757036041,2.0402632181067,-0.0251005453616381,100,900,0.0625,-332,1664
113,50,"random",0.5,0.25,1,0,"core",113,113,3.40609176596627,3.50828513724264,-0.00186188288033009,100,900,0.0625,-332,1664
114,50,"random",0.5,0.25,1,0,"core",114,114,6.18456917395815,2.9692475036718,-0.0171559701953083,100,900,0.0625,-332,1664
115,50,"random",0.5,0.25,1,0,"core",115,115,4.18773525767028,3.93962886580266,-0.0111777041433379,100,900,0.0625,-332,1664
116,50,"random",0.5,0.25,1,0,"core",116,116,2.67053891299292,1.25797554058954,0.0190685387374833,100,900,0.0625,-332,1664
117,50,"random",0.5,0.25,1,0,"core",117,117,9.19265862833709,2.79483218560927,-0.00553936019539833,100,900,0.0625,-332,1664
118,50,"random",0.5,0.25,1,0,"core",118,118,3.84497504122555,3.94545270723756,0.00822128753643483,100,900,0.0625,-332,1664
119,50,"random",0.5,0.25,1,0,"core",119,119,4.06549947056919,3.23365606355947,0.0146594527317211,100,900,0.0625,-332,1664
120,50,"random",0.5,0.25,1,0,"core",120,120,12.1245171760675,0.610297515755519,-0.00838425911497325,100,900,0.0625,-332,1664
121,50,"random",0.5,0.25,1,0,"core",121,121,7.76873775478452,1.67098206561059,-0.00452457385137677,100,900,0.0625,-332,1664
122,50,"random",0.5,0.25,1,0,"core",122,122,3.70979249640368,2.80129609350115,0.00625138901174068,100,900,0.0625,-332,1664
123,50,"random",0.5,0.25,1,0,"core",123,123,9.3637818582356,2.59946279716678,0.00478934713639319,100,900,0.0625,-332,1664
124,50,"random",0.5,0.25,1,0,"core",124,124,12.0604547888506,1.04102461866569,0.0224275534367189,100,900,0.0625,-332,1664
125,50,"random",0.5,0.25,1,0,"core",125,125,7.47578272456303,0.792240538750775,0.0113984164316207,100,900,0.0625,-332,1664
126,50,"random",0.5,0.25,1,0,"core",126,126,2.79079757118598,1.99832347442862,0.0219206853071228,100,900,0.0625,-332,1664
127,50,"random",0.5,0.25,1,0,"core",127,127,7.01080362871289,2.51116467243992,-0.0138308273814619,100,900,0.0625,-332,1664
128,50,"random",0.5,0.25,1,0,"core",128,128,8.01126649673097,3.73018103616778,0.0160753245977685,100,900,0.0625,-332,1664
129,50,"random",0.5,0.25,1,0,"core",129,129,2.53850980778225,3.75939428119455,-0.0136599946534261,100,900,0.0625,-332,1664
130,50,"random",0.5,0.25,1,0,"core",130,130,7.33943349123001,2.1408430300653,0.00910692089237273,100,900,0.0625,-332,1664
131,50,"random",0.5,0.25,1,0,"core",131,131,7.10290329460986,3.72210972860921,0.0118981640646234,100,900,0.0625,-332,1664
132,50,"random",0.5,0.25,1,0,"core",132,132,10.3506394189317,2.85865556192584,-0.00858449671883136,100,900,0.0625,-332,1664
133,50,"random",0.5,0.25,1,0,"core",133,133,2.46716654486954,2.0784077423159,0.00484170163515955,100,900,0.0625,-332,1664
134,50,"random",0.5,0.25,1,0,"core",134,134,3.20958196395077,0.66293842997402,0.028555663023144,100,900,0.0625,-332,1664
135,50,"random",0.5,0.25,1,0,"core",135,135,13.3813914116472,2.4532059741905,0.00692715701647103,100,900,0.0625,-332,1664
136,50,"random",0.5,0.25,1,0,"core",136,136,2.05457367701456,0.546122729429044,-0.0174902229337022,100,900,0.0625,-332,1664
137,50,"random",0.5,0.25,1,0,"core",137,137,4.0520938381087,0.784737700712867,0.0279288904974237,100,900,0.0625,-332,1664
138,50,"random",0.5,0.25,1,0,"core",138,138,8.60709255747497,1.1845946557587,0.0201211142353713,100,900,0.0625,-332,1664
139,50,"random",0.5,0.25,1,0,"core",139,139,9.26584952767007,0.564961707219481,0.00953416602686048,100,900,0.0625,-332,1664
140,50,"random",0.5,0.25,1,0,"core",140,140,6.37373711937107,3.27485637587961,0.00631787986960262,100,900,0.0625,-332,1664
141,50,"random",0.5,0.25,1,0,"core",141,141,11.077806224348,3.04293755209073,-0.027516464064829,100,900,0.0625,-332,1664
142,50,"random",0.5,0.25,1,0,"core",142,142,5.70148813794367,0.589274374651723,0.000628420952707529,100,900,0.0625,-332,1664
143,50,"random",0.5,0.25,1,0,"core",143,143,8.52819379139692,1.25343288003933,0.025359929795377,100,900,0.0625,-332,1664
144,50,"random",0.5,0.25,1,0,"core",144,144,10.339788364945,2.71872727444861,-0.0209353274898604,100,900,0.0625,-332,1664
145,50,"random",0.5,0.25,1,0,"core",145,145,13.8431721501984,2.36968007020187,-0.0293364941468462,100,900,0.0625,-332,1664
146,50,"random",0.5,0.25,1,0,"core",146,146,2.97133137146011,3.31777632667217,0.00749979907181114,100,900,0.0625,-332,1664
147,50,"random",0.5,0.25,1,0,"core",147,147,4.58034717920236,3.08404204435647,0.00347831769380719,100,900,0.0625,-332,1664
148,50,"random",0.5,0.25,1,0,"core",148,148,10.2916780253872,1.24187133449595,0.0290936097828671,100,900,0.0625,-332,1664
149,50,"random",0.5,0.25,1,0,"core",149,149,10.7263938533142,3.74436666700058,0.00769489863887429,100,900,0.0625,-332,1664
150,50,"random",0.5,0.25,1,0,"core",150,150,2.72848026640713,1.02835823409259,-0.0066772492043674,100,900,0.0625,-332,1664
151,50,"random",0.5,0.25,1,0,"core",151,151,4.13521856558509,3.65553670283407,-0.00596546777989715,100,900,0.0625,-332,1664
152,50,"random",0.5,0.25,1,0,"core",152,152,2.63066392275505,3.91697646107059,0.00893373143859207,100,900,0.0625,-332,1664
153,50,"random",0.5,0.25,1,0,"core",153,153,14.781410854077,3.41196067805868,-0.0211643793806434,100,900,0.0625,-332,1664
154,50,"random",0.5,0.25,1,0,"core",154,154,8.96108797402121,2.58365336910356,0.0227969336695969,100,900,0.0625,-332,1664
155,50,"random",0.5,0.25,1,0,"core",155,155,11.8043245654553,1.78635604854207,-0.00263060979545117,100,900,0.0625,-332,1664
156,50,"random",0.5,0.25,1,0,"core",156,156,11.606367956847,1.86839144153055,0.022018314236775,100,900,0.0625,-332,1664
157,50,"random",0.5,0.25,1,0,"core",157,157,6.75358953303657,3.52270363108255,-0.000966286836192012,100,900,0.0625,-332,1664
158,50,"random",0.5,0.25,1,0,"core",158,158,11.0627267996315,1.29727150755934,-0.025385031751357,100,900,0.0625,-332,1664
159,50,"random",0.5,0.25,1,0,"core",159,159,12.1896976747084,1.17498359561432,-0.00678501466289163,100,900,0.0625,-332,1664
160,50,"random",0.5,0.25,1,0,"core",160,160,2.34964179084636,2.03752245602664,-0.0283653480699286,100,900,0.0625,-332,1664
161,50,"random",0.5,0.25,1,0,"core",161,161,3.61105120251887,1.14392042311374,-0.00937760580796749,100,900,0.0625,-332,1664
162,50,"random",0.5,0.25,1,0,"core",162,162,8.5700995514635,2.13696592871565,-0.00544716194272041,100,900,0.0625,-332,1664
163,50,"random",0.5,0.25,1,0,"core",163,163,14.1464189940598,0.877445137826726,-0.00315121022053063,100,900,0.0625,-332,1664
164,50,"random",0.5,0.25,1,0,"core",164,164,3.46660254732706,3.06453820329625,0.00217107966542244,100,900,0.0625,-332,1664
165,50,"random",0.5,0.25,1,0,"core",165,165,3.61126750055701,2.30306377366651,-0.0264534048875794,100,900,0.0625,-332,1664
166,50,"random",0.5,0.25,1,0,"core",166,166,6.92131259385496,2.59995477378834,-0.0226958605460823,100,900,0.0625,-332,1664
167,50,"random",0.5,0.25,1,0,"core",167,167,2.77684864355251,3.04885359213222,0.0249771281797439,100,900,0.0625,-332,1664
168,50,"random",0.5,0.25,1,0,"core",168,168,7.82895530294627,1.84895797993522,-0.023080371315591,100,900,0.0625,-332,1664
169,50,"random",0.5,0.25,1,0,"core",169,169,8.2136162458919,3.53023124556057,0.016873153494671,100,900,0.0625,-332,1664
170,50,"random",0.5,0.25,1,0,"core",170,170,3.28106926917098,1.90086717181839,-0.00376390324439854,100,900,0.0625,-332,1664
171,50,"random",0.5,0.25,1,0,"core",171,171,12.4274701299146,3.47447757795453,-0.011229853942059,100,900,0.0625,-332,1664
172,50,"random",0.5,0.25,1,0,"core",172,172,11.4479251899756,1.51864578924142,0.0103280530543998,100,900,0.0625,-332,1664
173,50,"random",0.5,0.25,1,0,"core",173,173,8.44245080463588,2.48283337138128,-0.0128421323513612,100,900,0.0625,-332,1664
174,50,"random",0.5,0.25,1,0,"core",174,174,12.1920766504481,1.99805018061306,-0.00430954523384571,100,900,0.0625,-332,1664
175,50,"random",0.5,0.25,1,0,"core",175,175,4.90593560575508,1.80942310660612,-0.0015940039884299,100,900,0.0625,-332,1664
176,50,"random",0.5,0.25,1,0,"core",176,176,9.42148980614729,1.18026918021496,-0.00948110677767545,100,900,0.0625,-332,1664
177,50,"random",0.5,0.25,1,0,"core",177,177,13.4421117443126,2.27447164605837,0.00417928049806505,100,900,0.0625,-332,1664
178,50,"random",0.5,0.25,1,0,"core",178,178,14.221538517857,2.19382970454171,0.020200495258905,100,900,0.0625,-332,1664
179,50,"random",0.5,0.25,1,0,"core",179,179,14.8975665448233,2.98498275398742,0.00255441477522254,100,900,0.0625,-332,1664
180,50,"random",0.5,0.25,1,0,"core",180,180,8.82354113040492,2.86384772148449,-0.0267151225497946,100,900,0.0625,-332,1664
181,50,"random",0.5,0.25,1,0,"core",181,181,2.32610418996774,3.53706369036809,-0.0217363704973832,100,900,0.0625,-332,1664
182,50,"random",0.5,0.25,1,0,"core",182,182,5.52060471219011,3.32219988363795,0.00344671946950257,100,900,0.0625,-332,1664
183,50,"random",0.5,0.25,1,0,"core",183,183,14.0861517186277,1.39492471376434,0.016794420266524,100,900,0.0625,-332,1664
184,50,"random",0.5,0.25,1,0,"core",184,184,10.1862269218545,2.49203102337196,0.0237700898665935,100,900,0.0625,-332,1664
185,50,"random",0.5,0.25,1,0,"core",185,185,6.1266529369168,0.949695300543681,0.0138099997490644,100,900,0.0625,-332,1664
186,50,"random",0.5,0.25,1,0,"core",186,186,5.40837307786569,3.68370916543063,0.00905610209796578,100,900,0.0625,-332,1664
187,50,"random",0.5,0.25,1,0,"core",187,187,12.877695266623,0.589064588188194,-0.00236754672601819,100,900,0.0625,-332,1664
188,50,"random",0.5,0.25,1,0,"core",188,188,3.86006877967156,1.14812315732706,0.0125701238913462,100,900,0.0625,-332,1664
189,50,"random",0.5,0.25,1,0,"core",189,189,2.44263956532814,0.83265307045076,0.0014070804649964,100,900,0.0625,-332,1664
190,50,"random",0.5,0.25,1,0,"core",190,190,7.34590283082798,1.48137231939472,-0.017985311653465,100,900,0.0625,-332,1664
191,50,"random",0.5,0.25,1,0,"core",191,191,7.16355225536972,1.32397320191376,-0.00135110242757946,100,900,0.0625,-332,1664
192,50,"random",0.5,0.25,1,0,"core",192,192,3.29935010825284,3.25546770158689,0.0273709065467119,100,900,0.0625,-332,1664
193,50,"random",0.5,0.25,1,0,"core",193,193,4.1946383616887,1.5038845470408,0.00562096242327243,100,900,0.0625,-332,1664
194,50,"random",0.5,0.25,1,0,"core",194,194,13.8860433106311,2.05486599018332,0.0284095339011401,100,900,0.0625,-332,1664
195,50,"random",0.5,0.25,1,0,"core",195,195,6.05551029625349,2.59359704179224,-0.00360286592971534,100,900,0.0625,-332,1664
196,50,"random",0.5,0.25,1,0,"core",196,196,5.95683184475638,2.12978325632866,-0.00171843213960528,100,900,0.0625,-332,1664
197,50,"random",0.5,0.25,1,0,"core",197,197,3.8287602129858,1.20941551728174,0.0240365674579516,100,900,0.0625,-332,1664
198,50,"random",0.5,0.25,1,0,"core",198,198,9.17115096189082,3.6451123310253,0.0276246063457802,100,900,0.0625,-332,1664
199,50,"random",0.5,0.25,1,0,"core",199,199,10.3732331369538,1.85889922827482,-0.0262577513186261,100,900,0.0625,-332,1664
200,50,"random",0.5,0.25,1,0,"core",200,200,4.51351727521978,2.66886950563639,0.0222265536244959,100,900,0.0625,-332,1664
1,100,"random",0.5,0.25,1,0,"core",201,201,13.5447577231098,1.02970488544088,0.0156367506505921,100,900,0.0625,-332,1664
2,100,"random",0.5,0.25,1,0,"core",202,202,10.1953702925239,2.53240113751963,0.0286281308485195,100,900,0.0625,-332,1664
3,100,"random",0.5,0.25,1,0,"core",203,203,6.03920976119116,0.964223619434051,0.0124422305915505,100,900,0.0625,-332,1664
4,100,"random",0.5,0.25,1,0,"core",204,204,14.5217984959017,2.60990031424444,-0.0108474393747747,100,900,0.0625,-332,1664
5,100,"random",0.5,0.25,1,0,"core",205,205,7.32878838363104,1.79213791654911,-0.0134687319863588,100,900,0.0625,-332,1664
6,100,"random",0.5,0.25,1,0,"core",206,206,11.7256893669255,1.04170954413712,0.00379437809810042,100,900,0.0625,-332,1664
7,100,"random",0.5,0.25,1,0,"core",207,207,3.7308793773409,0.789188183029182,-0.0189981211395934,100,900,0.0625,-332,1664
8,100,"random",0.5,0.25,1,0,"core",208,208,14.6011816435494,3.37538705707993,-0.0281951995845884,100,900,0.0625,-332,1664
