"sweep","rep","N","slope_condition","overlap","assign_p","dataset_id","seed","intercept","sigma","slope","K","alpha_conc","period_start","period_end","time_ref_min","time_ref_range"
"core",16,50,"random",0.5,0.2,16,16,10.0311334647704,3.65311120718252,-0.0294257986592129,7,0.658244496542508,100,900,-149,1298
"core",17,50,"random",0.5,0.2,17,17,3.87396528013051,3.95728499430697,0.00669711335096508,8,0.254139701845022,100,900,-149,1298
"core",18,50,"random",0.5,0.2,18,18,3.01104806014337,0.535200911341235,-0.000717416368424893,6,0.193899379478047,100,900,-149,1298
"core",19,50,"random",0.5,0.2,19,19,5.48493320331909,2.05835879349615,-0.0033133283117786,10,0.152960001552076,100,900,-149,1298
"core",20,50,"random",0.5,0.2,20,20,2.33034216775559,1.58552157343365,-0.00398294541053474,5,0.907796434805571,100,900,-149,1298
"core",21,50,"random",0.5,0.2,21,21,6.05128232506104,1.17420838738326,0.0286411558371037,6,0.827128458174978,100,900,-149,1298
"core",22,50,"random",0.5,0.2,22,22,7.78577013034374,3.29283684235997,0.0072177273966372,7,0.341290646963723,100,900,-149,1298
"core",23,50,"random",0.5,0.2,23,23,14.8687296677381,1.51323603640776,0.0198820449505001,8,0.166889450538016,100,900,-149,1298
"core",24,50,"random",0.5,0.2,24,24,13.4014974283054,1.68859790184069,-0.0200463863555342,5,0.24013597014992,100,900,-149,1298
"core",25,50,"random",0.5,0.2,25,25,9.76801313809119,0.682952250586823,0.0277025263058022,7,0.230865838069251,100,900,-149,1298
"core",26,50,"random",0.5,0.2,26,26,13.4288382104132,1.22388623037841,-0.0140628085937351,7,1.39011434413033,100,900,-149,1298
"core",27,50,"random",0.5,0.2,27,27,3.13461647089571,3.30803044093773,-0.0140639844629914,7,0.583176896337318,100,900,-149,1298
"core",28,50,"random",0.5,0.2,28,28,7.34145522303879,2.79203680763021,0.0262247536098585,10,0.241579788887638,100,900,-149,1298
"core",29,50,"random",0.5,0.2,29,29,5.92797931609675,1.46815371292178,0.0134093384072185,5,0.856893736694929,100,900,-149,1298
"core",30,50,"random",0.5,0.2,30,30,14.7672346502077,1.56768886186182,-0.00646223043557256,7,0.455867243009471,100,900,-149,1298
"core",31,50,"random",0.5,0.2,31,31,7.99774182331748,3.19800705183297,0.0222221115930006,8,0.463337653210997,100,900,-149,1298
"core",32,50,"random",0.5,0.2,32,32,12.7088051238097,2.18729183077812,0.0282539653172716,9,2.64566902522272,100,900,-149,1298
"core",33,50,"random",0.5,0.2,33,33,6.00550652178936,1.02787202538457,-0.0106304431473836,7,0.365236632608725,100,900,-149,1298
"core",34,50,"random",0.5,0.2,34,34,14.5414610623848,2.07212741754483,-0.0273268988030031,8,0.683200217002672,100,900,-149,1298
"core",35,50,"random",0.5,0.2,35,35,14.0859632096253,0.588009513099678,-0.0116417324915528,7,0.437215114636308,100,900,-149,1298
"core",36,50,"random",0.5,0.2,36,36,8.3609133544378,1.71031659073196,-0.00661741677671671,7,0.188280028972928,100,900,-149,1298
"core",37,50,"random",0.5,0.2,37,37,11.943902753992,3.82711748825386,-0.0114338161144406,6,0.430565628077223,100,900,-149,1298
"core",38,50,"random",0.5,0.2,38,38,7.1298114079982,1.41291225689929,-0.0110654535144567,6,0.303296951661243,100,900,-149,1298
"core",39,50,"random",0.5,0.2,39,39,14.5198074104264,3.39836171851493,0.00964798763394355,7,0.704592656429438,100,900,-149,1298
"core",40,50,"random",0.5,0.2,40,40,13.4698674217798,0.502522270777263,0.0293460494885221,7,1.24116402531137,100,900,-149,1298
"core",41,50,"random",0.5,0.2,41,41,8.06463806866668,0.617231969838031,-0.00817016562446952,9,0.55399191006352,100,900,-149,1298
"core",42,50,"random",0.5,0.2,42,42,5.22521172906272,1.84809673787095,0.0207726694922894,9,0.740907440153807,100,900,-149,1298
"core",43,50,"random",0.5,0.2,43,43,11.0129849582445,0.748312916839495,-0.00971615029033273,6,0.207840706610198,100,900,-149,1298
"core",44,50,"random",0.5,0.2,44,44,13.1066403519362,2.64391706511378,0.00821891963481903,8,0.23582242387025,100,900,-149,1298
"core",45,50,"random",0.5,0.2,45,45,9.68993146228604,1.79522601573262,-0.0278019056003541,6,3.00917399472195,100,900,-149,1298
"core",46,50,"random",0.5,0.2,46,46,9.23499514115974,1.11937725101598,0.0119926765887067,5,0.438095443364404,100,900,-149,1298
"core",47,50,"random",0.5,0.2,47,47,13.1292249048129,2.51698334573302,0.0248183212894946,10,0.171985622569736,100,900,-149,1298
"core",48,50,"random",0.5,0.2,48,48,10.9720492355991,1.45879603025969,-0.0138238800689578,7,0.492543106209649,100,900,-149,1298
"core",49,50,"random",0.5,0.2,49,49,14.4273520018905,1.22602821001783,-0.00886240046471357,8,1.13191256302068,100,900,-149,1298
"core",50,50,"random",0.5,0.2,50,50,9.8841157539282,1.00813150510658,0.0219406934548169,6,0.160560861132121,100,900,-149,1298
"core",51,50,"random",0.5,0.2,51,51,7.54544779425487,3.99768976727501,0.0136246825195849,8,0.196464003762579,100,900,-149,1298
"core",52,50,"random",0.5,0.2,52,52,12.0100403262768,0.868305406998843,-0.00535296197980642,9,0.19602233794329,100,900,-149,1298
"core",53,50,"random",0.5,0.2,53,53,5.67557797511108,0.880598676507361,-0.0188377191312611,5,0.811296148595914,100,900,-149,1298
"core",54,50,"random",0.5,0.2,54,54,2.36748989764601,0.511962316115387,0.0157718747667968,6,0.186484308606353,100,900,-149,1298
"core",55,50,"random",0.5,0.2,55,55,4.37235149461776,1.43789658881724,-0.0178330145264044,6,0.259326641239056,100,900,-149,1298
"core",56,50,"random",0.5,0.2,56,56,7.08165643527173,1.07061615341809,0.00639435779303312,10,0.367351117092289,100,900,-149,1298
"core",57,50,"random",0.5,0.2,57,57,8.23588147456758,3.40909225994255,-0.0132352630561218,7,0.434768460126982,100,900,-149,1298
"core",58,50,"random",0.5,0.2,58,58,2.96954578440636,2.04239920410328,-0.0264032642869279,10,0.341974609981838,100,900,-149,1298
"core",59,50,"random",0.5,0.2,59,59,8.66871061129496,1.61046832590364,-0.00564481375738978,10,0.486888371178438,100,900,-149,1298
"core",60,50,"random",0.5,0.2,60,60,10.6154306866229,1.72276774118654,-0.0114555776584893,8,0.416665177563667,100,900,-149,1298
"core",61,50,"random",0.5,0.2,61,61,8.14134871982969,1.54878283676226,-0.013496611956507,5,0.403687573056683,100,900,-149,1298
"core",62,50,"random",0.5,0.2,62,62,12.1043730126694,2.09698875551112,-0.00532242683228105,7,0.207039617878329,100,900,-149,1298
"core",63,50,"random",0.5,0.2,63,63,14.3087185830809,2.69037547847256,-0.000254869367927311,6,0.521227068596388,100,900,-149,1298
"core",64,50,"random",0.5,0.2,64,64,7.55934647400863,2.9559274436906,-0.0218919740058482,8,0.417866281614247,100,900,-149,1298
"core",65,50,"random",0.5,0.2,65,65,12.6740602056962,1.73623938777018,0.005132438801229,8,1.64380015702083,100,900,-149,1298
"core",66,50,"random",0.5,0.2,66,66,14.4541749411728,3.93175749736838,0.0176112553663552,5,0.775644929369648,100,900,-149,1298
"core",67,50,"random",0.5,0.2,67,67,3.93334234389476,2.92927134013735,0.0184454745333642,8,0.137359047525467,100,900,-149,1298
"core",68,50,"random",0.5,0.2,68,68,3.41169696976431,2.56612550048158,0.026790103870444,9,0.510030627471733,100,900,-149,1298
"core",69,50,"random",0.5,0.2,69,69,9.84694343130104,1.68528623203747,-0.0119760509580374,6,1.30781390385668,100,900,-149,1298
"core",70,50,"random",0.5,0.2,70,70,9.4130435010884,2.69841663935222,-0.020799297625199,9,0.413401547043478,100,900,-149,1298
"core",71,50,"random",0.5,0.2,71,71,8.98197675100528,1.1561646645423,-0.0238239364558831,10,0.490145794445034,100,900,-149,1298
"core",72,50,"random",0.5,0.2,72,72,10.3625505091622,2.47538817580789,-0.0153047078009695,5,1.15351540518685,100,900,-149,1298
"core",73,50,"random",0.5,0.2,73,73,3.33815755276009,3.90533479547594,-0.0149414929468185,9,3.21390116074431,100,900,-149,1298
"core",74,50,"random",0.5,0.2,74,74,10.0504889565054,0.576340963714756,0.0199529107427225,7,0.128438164671733,100,900,-149,1298
"core",75,50,"random",0.5,0.2,75,75,9.78376550483517,1.03380463737994,-0.0293980932002887,10,0.58910996205476,100,900,-149,1298
"core",76,50,"random",0.5,0.2,76,76,12.92764410167,3.77744802739471,-0.0133400388713926,8,1.30210670437253,100,900,-149,1298
"core",77,50,"random",0.5,0.2,77,77,9.62757584429346,0.630835081334226,0.0135548935644329,10,0.32708550599713,100,900,-149,1298
"core",78,50,"random",0.5,0.2,78,78,5.3524068556726,1.21766921982635,-0.00554566226899624,8,0.611191596866462,100,900,-149,1298
"core",79,50,"random",0.5,0.2,79,79,5.71649696864188,2.98846902500372,-0.0035333815170452,8,0.471881960843029,100,900,-149,1298
"core",80,50,"random",0.5,0.2,80,80,8.74959258106537,0.531137441517785,-0.0230339733324945,6,0.669057245896454,100,900,-149,1298
"core",81,50,"random",0.5,0.2,81,81,9.4742801389657,3.67081064474769,0.0111784866359085,7,0.305970588584763,100,900,-149,1298
"core",82,50,"random",0.5,0.2,82,82,8.93878025817685,1.10427207394969,-0.0208494605915621,5,4.35609444175592,100,900,-149,1298
"core",83,50,"random",0.5,0.2,83,83,3.00639736326411,3.18373658671044,0.0226565186446533,6,0.461373775098407,100,900,-149,1298
"core",84,50,"random",0.5,0.2,84,84,11.8133575548418,1.31359323358629,0.0241837252629921,6,3.00971018337305,100,900,-149,1298
"core",85,50,"random",0.5,0.2,85,85,6.53741325694136,0.985933119431138,-0.0171857074694708,7,0.24174588958482,100,900,-149,1298
"core",86,50,"random",0.5,0.2,86,86,10.5759456721134,2.89016843447462,0.00478376635350287,9,0.207963442724377,100,900,-149,1298
"core",87,50,"random",0.5,0.2,87,87,7.44085697643459,3.39601076813415,0.0106777804484591,6,0.280297493600439,100,900,-149,1298
"core",88,50,"random",0.5,0.2,88,88,10.1969615682028,3.25021326192655,0.0134249779907986,6,0.67793929757663,100,900,-149,1298
"core",89,50,"random",0.5,0.2,89,89,13.3628229782917,1.39258456905372,-0.0129097550315782,6,0.357229932429475,100,900,-149,1298
"core",90,50,"random",0.5,0.2,90,90,10.7931929384358,1.17031624447554,-0.0156169530842453,8,0.60760665560638,100,900,-149,1298
"core",91,50,"random",0.5,0.2,91,91,2.56382837984711,1.38659679354168,-0.0125723271165043,7,0.167818612755374,100,900,-149,1298
"core",92,50,"random",0.5,0.2,92,92,5.78801869158633,1.91971233964432,-0.00293016378767788,7,2.34134471840719,100,900,-149,1298
"core",93,50,"random",0.5,0.2,93,93,12.3276293817908,1.27630339551251,0.0119109085807577,9,0.306912478730548,100,900,-149,1298
"core",94,50,"random",0.5,0.2,94,94,12.5105340701994,2.82774426694959,0.00903489797841758,6,0.631606220396574,100,900,-149,1298
"core",95,50,"random",0.5,0.2,95,95,7.74093474121764,0.642131565255113,0.0232589942682534,6,0.816042422760929,100,900,-149,1298
"core",96,50,"random",0.5,0.2,96,96,5.59088735771365,3.9724465010222,-0.00270405046641826,8,0.354721999795267,100,900,-149,1298
"core",97,50,"random",0.5,0.2,97,97,13.8177982270718,2.22686010471079,-0.02367692949716,7,0.376193462330742,100,900,-149,1298
"core",98,50,"random",0.5,0.2,98,98,9.52151699294336,2.00290393608157,0.0230223254067823,6,0.166233251395362,100,900,-149,1298
"core",99,50,"random",0.5,0.2,99,99,6.49295473750681,0.895020754309371,0.021750278128311,5,0.269056884687395,100,900,-149,1298
"core",100,50,"random",0.5,0.2,100,100,8.68927659536712,0.712078760960139,-0.0167672139639035,9,1.00066553015601,100,900,-149,1298
"core",1,100,"random",0.5,0.2,101,101,6.72135086148046,0.617355939233676,0.0169946560123935,8,1.16620581689667,100,900,-149,1298
"core",2,100,"random",0.5,0.2,102,102,6.18852392816916,3.92784248001408,-0.00840733517892659,6,0.281325937849939,100,900,-149,1298
"core",3,100,"random",0.5,0.2,103,103,7.96248545194976,3.59518139739521,0.00676723589189351,8,0.143260237363359,100,900,-149,1298
"core",4,100,"random",0.5,0.2,104,104,8.15889202803373,2.31274089834187,-0.0117051973007619,5,0.29417873275723,100,900,-149,1298
"core",5,100,"random",0.5,0.2,105,105,14.2213575032074,2.17594660155009,0.0245164969330654,9,1.24845372590325,100,900,-149,1298
"core",6,100,"random",0.5,0.2,106,106,7.57550294254906,2.03237796528265,-0.0167289292719215,9,0.213073716017027,100,900,-149,1298
"core",7,100,"random",0.5,0.2,107,107,10.836138173705,2.07168545748573,-0.0157327814167365,10,0.235762637074193,100,900,-149,1298
"core",8,100,"random",0.5,0.2,108,108,13.1924545592628,2.49550794577226,-0.0141418998409063,8,0.184205717177136,100,900,-149,1298
"core",9,100,"random",0.5,0.2,109,109,12.6666287558619,2.48894626775291,0.00897999355103821,8,1.51052317413994,100,900,-149,1298
"core",10,100,"random",0.5,0.2,110,110,7.59879833599553,0.795375580666587,-0.0237176958052441,5,0.885298247443339,100,900,-149,1298
"core",11,100,"random",0.5,0.2,111,111,10.963587742066,2.51267382770311,-0.0179894601646811,10,0.477172629481127,100,900,-149,1298
"core",12,100,"random",0.5,0.2,112,112,10.2987685457338,0.806943060364574,0.0195730820903555,8,0.18508263294127,100,900,-149,1298
"core",13,100,"random",0.5,0.2,113,113,8.99589343112893,1.50371950794943,-0.00609083671588451,5,0.399517921082466,100,900,-149,1298
"core",14,100,"random",0.5,0.2,114,114,10.4390107986983,3.07936509524006,0.0114810464065522,10,0.521878290559303,100,900,-149,1298
"core",15,100,"random",0.5,0.2,115,115,12.0730753152166,0.891720581217669,0.00680002670735121,7,4.65178087372159,100,900,-149,1298
"core",16,100,"random",0.5,0.2,116,116,7.88073568698019,3.91710020962637,-0.0275594975659624,10,0.265178612912422,100,900,-149,1298
"core",17,100,"random",0.5,0.2,117,117,4.03470172453672,3.54078455362469,0.0127567802835256,8,0.423576551355279,100,900,-149,1298
"core",18,100,"random",0.5,0.2,118,118,12.9311241055839,1.75554064614698,0.0037662548571825,7,0.548039631901278,100,900,-149,1298
"core",19,100,"random",0.5,0.2,119,119,13.1614126807544,2.96183322486468,0.00748983632773161,10,3.01512275469113,100,900,-149,1298
"core",20,100,"random",0.5,0.2,120,120,2.38046551588923,0.659922553575598,-0.0192832989105955,7,0.388322530790772,100,900,-149,1298
"core",21,100,"random",0.5,0.2,121,121,12.6527644575108,2.28792839695234,-0.012893500844948,6,0.570525147290331,100,900,-149,1298
"core",22,100,"random",0.5,0.2,122,122,14.082122111693,3.69064133206848,0.0165008563455194,7,0.145616720328732,100,900,-149,1298
"core",23,100,"random",0.5,0.2,123,123,6.45902757556178,1.87840346130542,-0.0117975307255983,8,0.736316827637677,100,900,-149,1298
"core",24,100,"random",0.5,0.2,124,124,5.97035528626293,1.35291232354939,0.0123456035368145,9,0.406036817342756,100,900,-149,1298
"core",25,100,"random",0.5,0.2,125,125,3.9431643167045,3.3891440507723,-0.0292066612327471,7,0.364526656515176,100,900,-149,1298
"core",26,100,"random",0.5,0.2,126,126,6.58295083604753,3.64180706476327,0.0118395077716559,9,1.30569333924576,100,900,-149,1298
"core",27,100,"random",0.5,0.2,127,127,11.0826197902206,3.4568357502576,-0.0122412451822311,9,0.177397611303876,100,900,-149,1298
"core",28,100,"random",0.5,0.2,128,128,6.46371944295242,2.54661608382594,0.0183512297412381,5,1.45053513179183,100,900,-149,1298
"core",29,100,"random",0.5,0.2,129,129,2.78975504799746,1.33057375671342,-0.028256303393282,8,0.863568365633477,100,900,-149,1298
"core",30,100,"random",0.5,0.2,130,130,12.9068731972948,1.73053531569894,0.0295014518871903,10,0.379010117058538,100,900,-149,1298
"core",31,100,"random",0.5,0.2,131,131,6.10853717033751,1.35904365230817,-0.00842279636766761,6,0.343093641452472,100,900,-149,1298
"core",32,100,"random",0.5,0.2,132,132,8.88489339197986,0.562167669762857,-0.0170091816829517,8,0.650674063406154,100,900,-149,1298
"core",33,100,"random",0.5,0.2,133,133,8.91447318764403,1.16263784200419,-0.00523177678696811,8,0.774891201057642,100,900,-149,1298
"core",34,100,"random",0.5,0.2,134,134,9.13000315148383,0.712922327686101,-0.0136401624418795,5,0.545696855402402,100,900,-149,1298
"core",35,100,"random",0.5,0.2,135,135,6.87194099649787,3.06733409385197,0.0130906878970563,10,0.259766177463996,100,900,-149,1298
"core",36,100,"random",0.5,0.2,136,136,10.525565354852,1.74219803034794,0.0223978273523971,10,0.436362580036636,100,900,-149,1298
"core",37,100,"random",0.5,0.2,137,137,10.5358656980097,2.40933517331723,0.0182830190565437,10,1.18188825360702,100,900,-149,1298
"core",38,100,"random",0.5,0.2,138,138,14.1232200071681,2.92938275588676,-0.0114688463509083,9,0.661301451251952,100,900,-149,1298
"core",39,100,"random",0.5,0.2,139,139,4.82617382379249,0.684441833407618,-0.0156685393676162,7,0.37524501203364,100,900,-149,1298
"core",40,100,"random",0.5,0.2,140,140,10.7833429889288,2.83668593864422,-0.0229090401995927,8,0.264524847016457,100,900,-149,1298
"core",41,100,"random",0.5,0.2,141,141,11.5189913373906,3.1901638522977,0.00319821861572564,9,0.621392277567628,100,900,-149,1298
"core",42,100,"random",0.5,0.2,142,142,10.1840246687643,2.85108392778784,-0.0109220000635833,7,0.385000560298909,100,900,-149,1298
"core",43,100,"random",0.5,0.2,143,143,12.9679438273888,0.813643902540207,-0.0175131777115166,7,0.890256679765785,100,900,-149,1298
"core",44,100,"random",0.5,0.2,144,144,9.08388482965529,2.80481786758173,-0.0159866079501808,5,0.884483148978014,100,900,-149,1298
"core",45,100,"random",0.5,0.2,145,145,11.0340942859184,3.48014885326847,-0.0178703492274508,5,0.198291005419495,100,900,-149,1298
"core",46,100,"random",0.5,0.2,146,146,2.86892756074667,3.03890758228954,0.00420695736072958,9,0.937449639197186,100,900,-149,1298
"core",47,100,"random",0.5,0.2,147,147,12.5394012727775,3.91397856071126,-0.0117468478297815,7,0.194811739565907,100,900,-149,1298
"core",48,100,"random",0.5,0.2,148,148,7.88493713131174,1.25758121267427,0.0197682841680944,7,0.585778888959898,100,900,-149,1298
"core",49,100,"random",0.5,0.2,149,149,14.6216874972451,2.83686387282796,0.0134154796181247,8,0.130697006794207,100,900,-149,1298
"core",50,100,"random",0.5,0.2,150,150,11.0328369447961,3.54087180655915,-0.00853340967558324,5,1.2272164775915,100,900,-149,1298
"core",51,100,"random",0.5,0.2,151,151,2.87901210528798,1.17618553899229,0.0012020173156634,9,0.524419720239488,100,900,-149,1298
"core",52,100,"random",0.5,0.2,152,152,11.1615939296316,2.7775733936578,0.00970969379413873,5,4.82367392101263,100,900,-149,1298
"core",53,100,"random",0.5,0.2,153,153,12.9345969723072,2.73621076892596,-0.0110707426769659,5,0.170530212838978,100,900,-149,1298
"core",54,100,"random",0.5,0.2,154,154,12.1604624830652,1.10451884742361,0.020473253717646,8,0.346153559318067,100,900,-149,1298
"core",55,100,"random",0.5,0.2,155,155,5.78540982445702,3.38852137117647,0.00126248130574822,9,0.738504753112393,100,900,-149,1298
"core",56,100,"random",0.5,0.2,156,156,8.49636491504498,3.70764365559444,-0.0124461080180481,8,1.11993521413102,100,900,-149,1298
"core",57,100,"random",0.5,0.2,157,157,7.52782613434829,1.0191867161775,-0.0211039110599086,5,3.61372407528062,100,900,-149,1298
"core",58,100,"random",0.5,0.2,158,158,6.72655296232551,1.44998730090447,0.00989517902489752,9,0.896290230019515,100,900,-149,1298
"core",59,100,"random",0.5,0.2,159,159,14.4249574260321,3.43476878874935,-0.00632161441259086,8,4.06590385300766,100,900,-149,1298
"core",60,100,"random",0.5,0.2,160,160,14.5687280753627,3.27788384025916,0.0283849246893078,8,1.31121539272912,100,900,-149,1298
"core",61,100,"random",0.5,0.2,161,161,2.45787187363021,3.96037024620455,-0.0232450156006962,6,0.353392959782758,100,900,-149,1298
"core",62,100,"random",0.5,0.2,162,162,2.58369304868393,1.08494821819477,0.0226877141743898,10,0.262823136615563,100,900,-149,1298
"core",63,100,"random",0.5,0.2,163,163,12.9831819743849,2.70163845748175,-0.0253074690559879,6,0.149606364326705,100,900,-149,1298
"core",64,100,"random",0.5,0.2,164,164,12.7027272884734,1.0497425168287,-0.00361218354664743,10,0.297022332080905,100,900,-149,1298
"core",65,100,"random",0.5,0.2,165,165,6.7315415951889,1.38850331876893,0.0156621231744066,9,0.389083474183798,100,900,-149,1298
"core",66,100,"random",0.5,0.2,166,166,6.01588597032242,1.19094508618582,0.0165246525267139,9,0.735513398133797,100,900,-149,1298
"core",67,100,"random",0.5,0.2,167,167,12.472117330879,2.672572594136,0.0110484052402899,8,2.67661156168884,100,900,-149,1298
"core",68,100,"random",0.5,0.2,168,168,12.2227402215358,1.98665197833907,-0.00822035421151668,9,0.157327831777386,100,900,-149,1298
"core",69,100,"random",0.5,0.2,169,169,14.1729001866188,1.19580558908638,0.0209898035321385,6,0.40811644722176,100,900,-149,1298
"core",70,100,"random",0.5,0.2,170,170,2.19128417689353,1.75423018727452,0.0127530131489038,5,0.868983065848412,100,900,-149,1298
"core",71,100,"random",0.5,0.2,171,171,2.19719573808834,0.626387315918691,0.0288681617612019,8,0.578629051781468,100,900,-149,1298
"core",72,100,"random",0.5,0.2,172,172,11.9007773606572,2.87960953207221,0.00124927800614387,8,0.443016747058672,100,900,-149,1298
"core",73,100,"random",0.5,0.2,173,173,3.43226125580259,0.627504712669179,0.0177424268983305,7,1.16561710640329,100,900,-149,1298
"core",74,100,"random",0.5,0.2,174,174,6.9158320245333,2.7698321333155,-0.0249916762579232,8,0.388376058799641,100,900,-149,1298
"core",75,100,"random",0.5,0.2,175,175,13.7104845468421,1.85569641459733,0.00528537964448333,8,0.373153192254656,100,900,-149,1298
"core",76,100,"random",0.5,0.2,176,176,3.96260864799842,2.49240033852402,0.00493158638477326,8,1.01533797140376,100,900,-149,1298
"core",77,100,"random",0.5,0.2,177,177,10.0764221835416,3.08889472985175,0.012881925618276,10,1.54052626467013,100,900,-149,1298
"core",78,100,"random",0.5,0.2,178,178,5.67102915723808,1.87589750741608,-0.0184889506967738,8,0.421487756791168,100,900,-149,1298
"core",79,100,"random",0.5,0.2,179,179,3.62308002007194,3.18956544226967,0.0119886764371768,10,0.835706341287196,100,900,-149,1298
"core",80,100,"random",0.5,0.2,180,180,6.20413378416561,1.03058035986032,0.0117023005429655,8,0.75866951320614,100,900,-149,1298
"core",81,100,"random",0.5,0.2,181,181,12.5227162768133,2.76425144798122,-0.00017576476559043,6,2.1780049218025,100,900,-149,1298
"core",82,100,"random",0.5,0.2,182,182,12.5165087522473,0.64126410218887,0.0103135435748845,10,0.766586982473038,100,900,-149,1298
"core",83,100,"random",0.5,0.2,183,183,11.6121023655869,1.02286370075308,-0.00653768093325198,8,0.344442922583438,100,900,-149,1298
"core",84,100,"random",0.5,0.2,184,184,6.40672525949776,1.25021456438117,0.00784635884687304,6,0.589767472186163,100,900,-149,1298
"core",85,100,"random",0.5,0.2,185,185,3.16984800435603,1.21412537561264,0.007634831154719,10,0.38140724825464,100,900,-149,1298
"core",86,100,"random",0.5,0.2,186,186,6.64126371988095,2.99829055042937,0.0195250702835619,9,0.741752077305475,100,900,-149,1298
"core",87,100,"random",0.5,0.2,187,187,11.7867403712589,2.50641191005707,-0.0103395410254598,7,1.7067924332462,100,900,-149,1298
"core",88,100,"random",0.5,0.2,188,188,6.59124195715412,1.66036060114857,-0.0205580803658813,7,0.373952689389204,100,900,-149,1298
"core",89,100,"random",0.5,0.2,189,189,13.5918905339204,2.16118770057801,-0.0139185786154121,10,0.694651312780199,100,900,-149,1298
"core",90,100,"random",0.5,0.2,190,190,6.53007722692564,3.08835112478118,-0.00124618935864419,8,2.53434969734004,100,900,-149,1298
"core",91,100,"random",0.5,0.2,191,191,3.17962761409581,0.524561677011661,0.0133051156578586,8,0.147787440107586,100,900,-149,1298
"core",92,100,"random",0.5,0.2,192,192,8.0877158716321,0.831903385929763,0.00822007929906249,7,3.83038059681054,100,900,-149,1298
"core",93,100,"random",0.5,0.2,193,193,12.9593021122273,0.634542672196403,-0.0155448592593893,8,0.306299184813381,100,900,-149,1298
"core",94,100,"random",0.5,0.2,194,194,4.90832580183633,2.871547095594,-0.00182882431894541,8,1.51031013429509,100,900,-149,1298
"core",95,100,"random",0.5,0.2,195,195,14.1689716051333,3.08300991298165,0.00471474839374423,10,1.80442416563295,100,900,-149,1298
"core",96,100,"random",0.5,0.2,196,196,3.8875774461776,3.8365913546877,-0.00376099721062928,6,1.33890122777844,100,900,-149,1298
"core",97,100,"random",0.5,0.2,197,197,5.59596623154357,3.28871556546073,0.00497003958094865,9,0.841904115401581,100,900,-149,1298
"core",98,100,"random",0.5,0.2,198,198,2.05825091316365,2.04690607229713,0.00610232989769429,6,3.10288886163959,100,900,-149,1298
"core",99,100,"random",0.5,0.2,199,199,11.2076099487022,0.930418803938664,0.0107418322842568,10,1.85816006786563,100,900,-149,1298
"core",100,100,"random",0.5,0.2,200,200,11.4996321559884,2.67013146937825,0.00774957615416497,10,0.82205586406594,100,900,-149,1298
"core",1,200,"random",0.5,0.2,201,201,5.7168918447569,1.78441957384348,-0.0133187385415658,5,0.389963129010739,100,900,-149,1298
"core",2,200,"random",0.5,0.2,202,202,11.9200721136294,2.14479815308005,0.0289516696007922,9,2.15277243308583,100,900,-149,1298
"core",3,200,"random",0.5,0.2,203,203,14.1517600128427,0.62054269190412,0.00946760893799364,7,0.59180718573319,100,900,-149,1298
"core",4,200,"random",0.5,0.2,204,204,7.79564462415874,0.716903017600998,0.0140221337461844,7,0.551737943233735,100,900,-149,1298
"core",5,200,"random",0.5,0.2,205,205,11.3725646755192,1.02552129502874,-0.0213535647746176,5,0.156966405528371,100,900,-149,1298
