"sweep","rep","N","slope_condition","lab_error","window","growth_ratio","dataset_id","seed","intercept","sigma","slope","window_start","window_end","pad","grid_step","time_ref_min","time_ref_range"
"core",17,50,"random",30,"plateau",1,17,17,9.6806227103807,2.21256716363132,-0.0272960787406191,-800,-400,588,5,-1388,1576
"core",18,50,"random",30,"plateau",1,18,18,5.4168260328006,0.945541573222727,0.0162301500979811,-800,-400,588,5,-1388,1576
"core",19,50,"random",30,"plateau",1,19,19,8.69829980516806,1.27063734293915,0.0218132405122742,-800,-400,588,5,-1388,1576
"core",20,50,"random",30,"plateau",1,20,20,7.33348927088082,2.31439498974942,-0.00690300410147756,-800,-400,588,5,-1388,1576
"core",21,50,"random",30,"plateau",1,21,21,8.0389164572116,3.58403114369139,0.0195885293791071,-800,-400,588,5,-1388,1576
"core",22,50,"random",30,"plateau",1,22,22,14.1333302219864,2.4635211272398,-0.00229691460728645,-800,-400,588,5,-1388,1576
"core",23,50,"random",30,"plateau",1,23,23,5.92515800404362,3.59928118844982,0.0171389584382996,-800,-400,588,5,-1388,1576
"core",24,50,"random",30,"plateau",1,24,24,6.75801377091557,0.841094879666343,0.0135986849153414,-800,-400,588,5,-1388,1576
"core",25,50,"random",30,"plateau",1,25,25,12.3885384988971,3.48137681337539,0.0152189386216924,-800,-400,588,5,-1388,1576
"core",26,50,"random",30,"plateau",1,26,26,5.76847450924106,0.81943703989964,0.0194638893334195,-800,-400,588,5,-1388,1576
"core",27,50,"random",30,"plateau",1,27,27,9.60705886106007,3.08321665984113,-0.00487325311638415,-800,-400,588,5,-1388,1576
"core",28,50,"random",30,"plateau",1,28,28,9.82148315967061,3.6354070456,-0.00954767796210945,-800,-400,588,5,-1388,1576
"core",29,50,"random",30,"plateau",1,29,29,14.9338906949852,3.52398512000218,0.0219336853735149,-800,-400,588,5,-1388,1576
"core",30,50,"random",30,"plateau",1,30,30,11.4913270026445,3.22027919150423,0.0118495991080999,-800,-400,588,5,-1388,1576
"core",31,50,"random",30,"plateau",1,31,31,12.2057821811177,1.93543750059325,-0.0229949234006926,-800,-400,588,5,-1388,1576
"core",32,50,"random",30,"plateau",1,32,32,5.3424027482979,1.43161307368428,-0.000941845932975412,-800,-400,588,5,-1388,1576
"core",33,50,"random",30,"plateau",1,33,33,11.6416812501848,3.88348595611751,0.0260147887375206,-800,-400,588,5,-1388,1576
"core",34,50,"random",30,"plateau",1,34,34,7.7851190478541,2.59729709965177,0.00528912836685776,-800,-400,588,5,-1388,1576
"core",35,50,"random",30,"plateau",1,35,35,5.43531739478931,2.47426230809651,-0.0136285704234615,-800,-400,588,5,-1388,1576
"core",36,50,"random",30,"plateau",1,36,36,7.86041237949394,2.04702934983652,0.00729634338989854,-800,-400,588,5,-1388,1576
"core",37,50,"random",30,"plateau",1,37,37,7.66008584527299,3.02086120366585,0.00677720692008734,-800,-400,588,5,-1388,1576
"core",38,50,"random",30,"plateau",1,38,38,4.17550115962513,1.2703948346898,0.0111409020563588,-800,-400,588,5,-1388,1576
"core",39,50,"random",30,"plateau",1,39,39,5.13018922321498,3.56816539983265,-0.0283065457222983,-800,-400,588,5,-1388,1576
"core",40,50,"random",30,"plateau",1,40,40,8.59875677293167,3.28968891431578,0.00496975465212017,-800,-400,588,5,-1388,1576
"core",41,50,"random",30,"plateau",1,41,41,2.91891707899049,2.85003619582858,0.00999551258515567,-800,-400,588,5,-1388,1576
"core",42,50,"random",30,"plateau",1,42,42,14.4104198254645,1.38016597332899,-0.00893729207105935,-800,-400,588,5,-1388,1576
"core",43,50,"random",30,"plateau",1,43,43,4.17824146850035,2.19174461520743,0.0123959424393252,-800,-400,588,5,-1388,1576
"core",44,50,"random",30,"plateau",1,44,44,12.5578173038084,2.44648015184794,0.00790174129419029,-800,-400,588,5,-1388,1576
"core",45,50,"random",30,"plateau",1,45,45,7.0126714205835,0.501321367220953,0.00618645227048546,-800,-400,588,5,-1388,1576
"core",46,50,"random",30,"plateau",1,46,46,5.02531375316903,3.02268642233685,0.00449881944805384,-800,-400,588,5,-1388,1576
"core",47,50,"random",30,"plateau",1,47,47,3.99959110561758,2.56317319744267,0.00242845367174595,-800,-400,588,5,-1388,1576
"core",48,50,"random",30,"plateau",1,48,48,10.287989096716,3.56920721882489,0.00944148318842054,-800,-400,588,5,-1388,1576
"core",49,50,"random",30,"plateau",1,49,49,12.0064282873645,0.856635284028016,-0.0209866323648021,-800,-400,588,5,-1388,1576
"core",50,50,"random",30,"plateau",1,50,50,7.23023894638754,1.38547019730322,-0.00707886706106365,-800,-400,588,5,-1388,1576
"core",51,50,"random",30,"plateau",1,51,51,12.8289553741924,2.34645403595641,-0.00113931760657579,-800,-400,588,5,-1388,1576
"core",52,50,"random",30,"plateau",1,52,52,7.65534112090245,3.68320394901093,0.00696135259699077,-800,-400,588,5,-1388,1576
"core",53,50,"random",30,"plateau",1,53,53,5.19067371985875,0.664816232165322,-0.00206584737170488,-800,-400,588,5,-1388,1576
"core",54,50,"random",30,"plateau",1,54,54,12.5104238644708,3.93691415549256,-0.00734714821446687,-800,-400,588,5,-1388,1576
"core",55,50,"random",30,"plateau",1,55,55,5.78564519132487,3.65490015107207,-0.00921069103293121,-800,-400,588,5,-1388,1576
"core",56,50,"random",30,"plateau",1,56,56,11.4603874934837,2.42107859312091,0.00515466788783669,-800,-400,588,5,-1388,1576
"core",57,50,"random",30,"plateau",1,57,57,2.60268346616067,0.746749215759337,-0.0284822906786576,-800,-400,588,5,-1388,1576
"core",58,50,"random",30,"plateau",1,58,58,12.7002901770175,1.19204237835947,-0.0182262697722763,-800,-400,588,5,-1388,1576
"core",59,50,"random",30,"plateau",1,59,59,3.42343803867698,2.93574113573413,-0.0143553016008809,-800,-400,588,5,-1388,1576
"core",60,50,"random",30,"plateau",1,60,60,10.7950166903902,1.2671315720072,0.02825773707591,-800,-400,588,5,-1388,1576
"core",61,50,"random",30,"plateau",1,61,61,2.4828038206324,3.81759146042168,0.0216424058564007,-800,-400,588,5,-1388,1576
"core",62,50,"random",30,"plateau",1,62,62,4.74992670561187,1.51570356579032,0.00361331022810191,-800,-400,588,5,-1388,1576
"core",63,50,"random",30,"plateau",1,63,63,6.74695973680355,1.67295236955397,0.00679466200992465,-800,-400,588,5,-1388,1576
"core",64,50,"random",30,"plateau",1,64,64,6.02416428504512,2.94228599080816,-0.00252700345125049,-800,-400,588,5,-1388,1576
"core",65,50,"random",30,"plateau",1,65,65,13.777394651901,1.43720255105291,-0.00442902199923992,-800,-400,588,5,-1388,1576
"core",66,50,"random",30,"plateau",1,66,66,3.46342379460111,3.70510483975522,-0.023654405255802,-800,-400,588,5,-1388,1576
"core",67,50,"random",30,"plateau",1,67,67,6.12413469818421,0.843706003041007,-0.0126542108366266,-800,-400,588,5,-1388,1576
"core",68,50,"random",30,"plateau",1,68,68,11.5195943028666,2.28328951215371,-0.00203919407911599,-800,-400,588,5,-1388,1576
"core",69,50,"random",30,"plateau",1,69,69,12.5569423199631,2.10274851752911,0.0113025783654302,-800,-400,588,5,-1388,1576
"core",70,50,"random",30,"plateau",1,70,70,13.8694127183408,1.18654228490777,0.00511533161625266,-800,-400,588,5,-1388,1576
"core",71,50,"random",30,"plateau",1,71,71,7.12198276352137,2.59107180312276,0.0230439945822582,-800,-400,588,5,-1388,1576
"core",72,50,"random",30,"plateau",1,72,72,2.68252439587377,1.56328995258082,0.00657907992135733,-800,-400,588,5,-1388,1576
"core",73,50,"random",30,"plateau",1,73,73,7.0349232708104,2.01871954440139,-0.00193800893146545,-800,-400,588,5,-1388,1576
"core",74,50,"random",30,"plateau",1,74,74,8.91218054830097,3.56227690854575,-0.00203254083171487,-800,-400,588,5,-1388,1576
"core",75,50,"random",30,"plateau",1,75,75,9.76996883423999,2.44935781834647,-0.0284685230674222,-800,-400,588,5,-1388,1576
"core",76,50,"random",30,"plateau",1,76,76,11.0464663302992,0.756105733918957,-0.00304090687539428,-800,-400,588,5,-1388,1576
"core",77,50,"random",30,"plateau",1,77,77,2.45060527231544,0.886267166468315,-0.0201557587087154,-800,-400,588,5,-1388,1576
"core",78,50,"random",30,"plateau",1,78,78,7.37270911363885,2.20502746978309,0.00958545345347375,-800,-400,588,5,-1388,1576
"core",79,50,"random",30,"plateau",1,79,79,11.5557133359835,3.69306234410033,0.0127782933041453,-800,-400,588,5,-1388,1576
"core",80,50,"random",30,"plateau",1,80,80,4.65745264594443,1.45404080604203,0.0184754173737019,-800,-400,588,5,-1388,1576
"core",81,50,"random",30,"plateau",1,81,81,2.77846370683983,2.78634337743279,-0.0247532216040418,-800,-400,588,5,-1388,1576
"core",82,50,"random",30,"plateau",1,82,82,4.02009632065892,3.32305873883888,-0.01436365687754,-800,-400,588,5,-1388,1576
"core",83,50,"random",30,"plateau",1,83,83,3.14677691482939,3.63475328544155,-0.02189896739088,-800,-400,588,5,-1388,1576
"core",84,50,"random",30,"plateau",1,84,84,13.7011738759466,2.71333228121512,-0.00488523216918111,-800,-400,588,5,-1388,1576
"core",85,50,"random",30,"plateau",1,85,85,8.42776840203442,1.09044457692653,0.0191299784369767,-800,-400,588,5,-1388,1576
"core",86,50,"random",30,"plateau",1,86,86,7.40796300908551,1.85179709398653,-0.0203819861495867,-800,-400,588,5,-1388,1576
"core",87,50,"random",30,"plateau",1,87,87,10.0696341644507,3.24768738111015,-0.0169696421083063,-800,-400,588,5,-1388,1576
"core",88,50,"random",30,"plateau",1,88,88,13.4655710540246,0.625642222585157,-0.0110282868426293,-800,-400,588,5,-1388,1576
"core",89,50,"random",30,"plateau",1,89,89,10.5965384342708,1.67461888503749,-0.0121469171298668,-800,-400,588,5,-1388,1576
"core",90,50,"random",30,"plateau",1,90,90,5.34942855872214,2.58437286620028,-0.0227010822761804,-800,-400,588,5,-1388,1576
"core",91,50,"random",30,"plateau",1,91,91,4.13872366165742,3.83308057778049,-0.0187603296339512,-800,-400,588,5,-1388,1576
"core",92,50,"random",30,"plateau",1,92,92,13.71321909572,0.923681224114262,-0.0147786830132827,-800,-400,588,5,-1388,1576
"core",93,50,"random",30,"plateau",1,93,93,2.60991123365238,2.10938160098158,-0.0189076984813437,-800,-400,588,5,-1388,1576
"core",94,50,"random",30,"plateau",1,94,94,11.1654359174427,1.54997343581636,0.0212976464163512,-800,-400,588,5,-1388,1576
"core",95,50,"random",30,"plateau",1,95,95,11.7968799036462,0.647535652853549,-0.023042725645937,-800,-400,588,5,-1388,1576
"core",96,50,"random",30,"plateau",1,96,96,8.63244532630779,3.78091622621287,0.0187921861885115,-800,-400,588,5,-1388,1576
"core",97,50,"random",30,"plateau",1,97,97,8.70655502844602,3.81857612344902,-0.00978455043397844,-800,-400,588,5,-1388,1576
"core",98,50,"random",30,"plateau",1,98,98,13.4111057727132,3.86181936343201,-0.01148683602456,-800,-400,588,5,-1388,1576
"core",99,50,"random",30,"plateau",1,99,99,5.66911228885874,3.29526188329328,-0.0170392785547301,-800,-400,588,5,-1388,1576
"core",100,50,"random",30,"plateau",1,100,100,6.63549007475376,3.50786105054431,0.00531211970373988,-800,-400,588,5,-1388,1576
"core",1,100,"random",30,"plateau",1,101,101,7.08618155634031,3.99201449973043,0.0241819593776017,-800,-400,588,5,-1388,1576
"core",2,100,"random",30,"plateau",1,102,102,6.65613745851442,2.48971149907447,0.00533967725001275,-800,-400,588,5,-1388,1576
"core",3,100,"random",30,"plateau",1,103,103,2.85157712316141,3.60470770963002,-0.0247932900628075,-800,-400,588,5,-1388,1576
"core",4,100,"random",30,"plateau",1,104,104,8.46497560548596,1.46240057121031,0.0289461680548266,-800,-400,588,5,-1388,1576
"core",5,100,"random",30,"plateau",1,105,105,14.7301522870548,1.70537818351295,0.00331203086301685,-800,-400,588,5,-1388,1576
"core",6,100,"random",30,"plateau",1,106,106,7.97979984944686,2.90044539934024,-0.0236899447347969,-800,-400,588,5,-1388,1576
"core",7,100,"random",30,"plateau",1,107,107,14.1946031784173,3.75692056992557,-0.0232388922013342,-800,-400,588,5,-1388,1576
"core",8,100,"random",30,"plateau",1,108,108,7.73219088069163,3.29391153226607,-0.00700882565695793,-800,-400,588,5,-1388,1576
"core",9,100,"random",30,"plateau",1,109,109,10.0103974926751,1.96651164907962,-0.010739952265285,-800,-400,588,5,-1388,1576
"core",10,100,"random",30,"plateau",1,110,110,7.55642809253186,3.33238662686199,0.00579830626957119,-800,-400,588,5,-1388,1576
"core",11,100,"random",30,"plateau",1,111,111,11.0942469879519,2.79451035510283,0.0153098763758317,-800,-400,588,5,-1388,1576
"core",12,100,"random",30,"plateau",1,112,112,4.54027048917487,0.864720844314434,-0.0169587643118575,-800,-400,588,5,-1388,1576
"core",13,100,"random",30,"plateau",1,113,113,4.25690378411673,3.51927679043729,-0.00576391962356865,-800,-400,588,5,-1388,1576
"core",14,100,"random",30,"plateau",1,114,114,12.8031137350481,0.942289044498466,-0.000828769211657344,-800,-400,588,5,-1388,1576
"core",15,100,"random",30,"plateau",1,115,115,10.0928215708118,2.53700513206422,-0.025781265925616,-800,-400,588,5,-1388,1576
"core",16,100,"random",30,"plateau",1,116,116,4.60926984483376,1.16515155218076,-0.0200424266885966,-800,-400,588,5,-1388,1576
"core",17,100,"random",30,"plateau",1,117,117,13.2022055415437,0.616443173843436,-0.0146467746142298,-800,-400,588,5,-1388,1576
"core",18,100,"random",30,"plateau",1,118,118,4.90822621411644,2.79329765657894,-0.00434557350352406,-800,-400,588,5,-1388,1576
"core",19,100,"random",30,"plateau",1,119,119,8.77824675454758,2.58954482665285,-0.00230666492599994,-800,-400,588,5,-1388,1576
"core",20,100,"random",30,"plateau",1,120,120,4.5103513863869,0.7883661754895,0.0202673318702728,-800,-400,588,5,-1388,1576
"core",21,100,"random",30,"plateau",1,121,121,10.3503213054501,1.82070391986053,0.0266651667561382,-800,-400,588,5,-1388,1576
"core",22,100,"random",30,"plateau",1,122,122,14.3687809503172,3.27000893186778,-0.00012157090008259,-800,-400,588,5,-1388,1576
"core",23,100,"random",30,"plateau",1,123,123,9.92541654477827,3.25609305896796,0.0125198364537209,-800,-400,588,5,-1388,1576
"core",24,100,"random",30,"plateau",1,124,124,11.2458153176121,0.73635743453633,0.00172189220320433,-800,-400,588,5,-1388,1576
"core",25,100,"random",30,"plateau",1,125,125,9.79172177123837,2.72096169961151,-0.00810648678336293,-800,-400,588,5,-1388,1576
"core",26,100,"random",30,"plateau",1,126,126,11.4407116211951,2.81321867636871,-0.00211299411021173,-800,-400,588,5,-1388,1576
"core",27,100,"random",30,"plateau",1,127,127,2.11906244023703,2.12350790738128,0.0263984517194331,-800,-400,588,5,-1388,1576
"core",28,100,"random",30,"plateau",1,128,128,2.31760820909403,2.10961550869979,-0.0197727750660852,-800,-400,588,5,-1388,1576
"core",29,100,"random",30,"plateau",1,129,129,8.63560123578645,2.33679026842583,0.0139025109261274,-800,-400,588,5,-1388,1576
"core",30,100,"random",30,"plateau",1,130,130,6.575125339441,2.37366556073539,-0.0293622950837016,-800,-400,588,5,-1388,1576
"core",31,100,"random",30,"plateau",1,131,131,10.8039975038264,3.68212226475589,0.0222723480127752,-800,-400,588,5,-1388,1576
"core",32,100,"random",30,"plateau",1,132,132,13.3947830027901,3.9027006526012,0.00795463421847671,-800,-400,588,5,-1388,1576
"core",33,100,"random",30,"plateau",1,133,133,6.56309129460715,3.81900825491175,0.0238143574073911,-800,-400,588,5,-1388,1576
"core",34,100,"random",30,"plateau",1,134,134,13.9298409952316,2.11812662496231,-0.0197988757118583,-800,-400,588,5,-1388,1576
"core",35,100,"random",30,"plateau",1,135,135,13.6576285567135,2.80993116123136,0.00983270698226988,-800,-400,588,5,-1388,1576
"core",36,100,"random",30,"plateau",1,136,136,2.28776654996909,2.24682618153747,-0.02976316051092,-800,-400,588,5,-1388,1576
"core",37,100,"random",30,"plateau",1,137,137,14.3970991401002,2.77456302603241,-0.0217289454862475,-800,-400,588,5,-1388,1576
"core",38,100,"random",30,"plateau",1,138,138,2.12658859556541,1.7837272832403,-0.0045201910380274,-800,-400,588,5,-1388,1576
"core",39,100,"random",30,"plateau",1,139,139,7.92068410431966,1.03510585520416,-0.00495275904424489,-800,-400,588,5,-1388,1576
"core",40,100,"random",30,"plateau",1,140,140,3.11259333766066,3.21957325609401,-0.0215355228167027,-800,-400,588,5,-1388,1576
"core",41,100,"random",30,"plateau",1,141,141,13.4132409670856,3.11888887931127,0.0196425473503768,-800,-400,588,5,-1388,1576
"core",42,100,"random",30,"plateau",1,142,142,3.10319974157028,3.71806559571996,0.000366663644090295,-800,-400,588,5,-1388,1576
"core",43,100,"random",30,"plateau",1,143,143,11.8179307233077,2.30473744240589,-0.0208405541069806,-800,-400,588,5,-1388,1576
"core",44,100,"random",30,"plateau",1,144,144,12.0042403873522,1.04566763585899,-0.00807991849724203,-800,-400,588,5,-1388,1576
"core",45,100,"random",30,"plateau",1,145,145,10.2644185340032,2.64641066908371,-0.0237694006925449,-800,-400,588,5,-1388,1576
"core",46,100,"random",30,"plateau",1,146,146,10.7794306674041,2.61706629651599,0.00245653986465186,-800,-400,588,5,-1388,1576
"core",47,100,"random",30,"plateau",1,147,147,8.93539331317879,0.581403270247392,0.00784218109678477,-800,-400,588,5,-1388,1576
"core",48,100,"random",30,"plateau",1,148,148,14.5084655489773,0.678612190647982,0.020357864247635,-800,-400,588,5,-1388,1576
"core",49,100,"random",30,"plateau",1,149,149,10.6151655693538,1.57986975077074,0.00414191221352667,-800,-400,588,5,-1388,1576
"core",50,100,"random",30,"plateau",1,150,150,9.50487252580933,3.79669445555191,-0.0205463700927794,-800,-400,588,5,-1388,1576
"core",51,100,"random",30,"plateau",1,151,151,8.54274629894644,0.580149679677561,-0.0158788799727336,-800,-400,588,5,-1388,1576
"core",52,100,"random",30,"plateau",1,152,152,6.74750648555346,2.88498176494613,0.0152395405434072,-800,-400,588,5,-1388,1576
"core",53,100,"random",30,"plateau",1,153,153,14.0698266332038,0.535625754273497,0.00214290363248438,-800,-400,588,5,-1388,1576
"core",54,100,"random",30,"plateau",1,154,154,14.3057039070409,3.77549782476854,-0.00317495029885322,-800,-400,588,5,-1388,1576
"core",55,100,"random",30,"plateau",1,155,155,8.55289846216328,2.42603268893436,0.0222822763770819,-800,-400,588,5,-1388,1576
"core",56,100,"random",30,"plateau",1,156,156,12.1535160746425,1.60971411620267,-0.0141611290583387,-800,-400,588,5,-1388,1576
"core",57,100,"random",30,"plateau",1,157,157,6.49760603369214,0.77984176564496,0.00275681824889034,-800,-400,588,5,-1388,1576
"core",58,100,"random",30,"plateau",1,158,158,11.8718166965991,2.6487498342758,-0.0147073329845443,-800,-400,588,5,-1388,1576
"core",59,100,"random",30,"plateau",1,159,159,10.8455433927011,0.592413041274995,-0.013329746928066,-800,-400,588,5,-1388,1576
"core",60,100,"random",30,"plateau",1,160,160,13.1562700080685,3.60775664926041,-0.0119617136288434,-800,-400,588,5,-1388,1576
"core",61,100,"random",30,"plateau",1,161,161,2.07306306553073,2.84774388372898,0.0023656487558037,-800,-400,588,5,-1388,1576
"core",62,100,"random",30,"plateau",1,162,162,7.39789307792671,2.99337158200797,-0.0140780795970932,-800,-400,588,5,-1388,1576
"core",63,100,"random",30,"plateau",1,163,163,2.4444605386816,0.774563899845816,-0.000179008757695557,-800,-400,588,5,-1388,1576
"core",64,100,"random",30,"plateau",1,164,164,10.3451320836321,3.34488182549831,-0.0243383435625583,-800,-400,588,5,-1388,1576
"core",65,100,"random",30,"plateau",1,165,165,8.9913417045027,3.94725723948795,0.00240087134297937,-800,-400,588,5,-1388,1576
"core",66,100,"random",30,"plateau",1,166,166,13.1893713292666,3.64704631455243,-0.0132797966245562,-800,-400,588,5,-1388,1576
"core",67,100,"random",30,"plateau",1,167,167,14.7162653210107,1.0949265260715,0.000320404521189629,-800,-400,588,5,-1388,1576
"core",68,100,"random",30,"plateau",1,168,168,2.33088533277623,1.83506088412832,0.0108702429709956,-800,-400,588,5,-1388,1576
"core",69,100,"random",30,"plateau",1,169,169,6.57688583433628,0.976878806366585,0.00769204968586564,-800,-400,588,5,-1388,1576
"core",70,100,"random",30,"plateau",1,170,170,8.58043645229191,2.43586761713959,-0.00802822791505605,-800,-400,588,5,-1388,1576
"core",71,100,"random",30,"plateau",1,171,171,4.32481025671586,1.82013004261535,0.017863297406584,-800,-400,588,5,-1388,1576
"core",72,100,"random",30,"plateau",1,172,172,4.49446970270947,2.36493779567536,-0.0166238883370534,-800,-400,588,5,-1388,1576
"core",73,100,"random",30,"plateau",1,173,173,7.32177236489952,0.585733903339133,-0.0140370214590803,-800,-400,588,5,-1388,1576
"core",74,100,"random",30,"plateau",1,174,174,4.38955134898424,1.65806205337867,0.0104389969166368,-800,-400,588,5,-1388,1576
"core",75,100,"random",30,"plateau",1,175,175,13.8972699902952,2.8284509642981,-0.0170319327386096,-800,-400,588,5,-1388,1576
"core",76,100,"random",30,"plateau",1,176,176,4.84493827261031,0.571536471834406,-0.0190668381610885,-800,-400,588,5,-1388,1576
"core",77,100,"random",30,"plateau",1,177,177,12.085910647409,1.39328751456924,0.020539655322209,-800,-400,588,5,-1388,1576
"core",78,100,"random",30,"plateau",1,178,178,10.3344464078546,1.50579856452532,-0.0156902029691264,-800,-400,588,5,-1388,1576
"core",79,100,"random",30,"plateau",1,179,179,12.7695842308458,0.761975497822277,0.0159954868024215,-800,-400,588,5,-1388,1576
"core",80,100,"random",30,"plateau",1,180,180,8.41002667509019,3.76782112871297,0.00585560908075422,-800,-400,588,5,-1388,1576
"core",81,100,"random",30,"plateau",1,181,181,8.26024559116922,0.891759175225161,0.00340481572318822,-800,-400,588,5,-1388,1576
"core",82,100,"random",30,"plateau",1,182,182,3.71264317142777,3.96281511790585,-0.0118814212828875,-800,-400,588,5,-1388,1576
"core",83,100,"random",30,"plateau",1,183,183,12.0669128838927,0.871341757127084,-0.00776559102348983,-800,-400,588,5,-1388,1576
"core",84,100,"random",30,"plateau",1,184,184,11.376828490058,1.05412719456945,0.00202938684727996,-800,-400,588,5,-1388,1576
"core",85,100,"random",30,"plateau",1,185,185,13.750390549656,1.90730717033148,0.0063088826648891,-800,-400,588,5,-1388,1576
"core",86,100,"random",30,"plateau",1,186,186,10.9256120133214,1.41771484841593,-0.0223262238549069,-800,-400,588,5,-1388,1576
"core",87,100,"random",30,"plateau",1,187,187,14.912662014598,1.38921495527029,-0.0219437383208424,-800,-400,588,5,-1388,1576
"core",88,100,"random",30,"plateau",1,188,188,10.8687614484224,0.565476873656735,-0.0142569368798286,-800,-400,588,5,-1388,1576
"core",89,100,"random",30,"plateau",1,189,189,3.99379947222769,2.26360837824177,0.00467628262471408,-800,-400,588,5,-1388,1576
"core",90,100,"random",30,"plateau",1,190,190,10.3344304475468,2.6237488448387,0.0202186763333157,-800,-400,588,5,-1388,1576
"core",91,100,"random",30,"plateau",1,191,191,7.0572494592052,2.7104768527206,-0.0235798788769171,-800,-400,588,5,-1388,1576
"core",92,100,"random",30,"plateau",1,192,192,13.5482626012526,1.56467833695933,-0.0032725194375962,-800,-400,588,5,-1388,1576
"core",93,100,"random",30,"plateau",1,193,193,7.8682765585836,3.69007628841791,0.012553502060473,-800,-400,588,5,-1388,1576
"core",94,100,"random",30,"plateau",1,194,194,5.25567380618304,0.888242412009276,0.0177204567566514,-800,-400,588,5,-1388,1576
"core",95,100,"random",30,"plateau",1,195,195,6.01565659651533,2.75170691485982,0.0150405717361718,-800,-400,588,5,-1388,1576
"core",96,100,"random",30,"plateau",1,196,196,5.57028162269853,1.84029506030492,-0.0210239318758249,-800,-400,588,5,-1388,1576
"core",97,100,"random",30,"plateau",1,197,197,3.72287316876464,3.45652544416953,-0.00731888132169843,-800,-400,588,5,-1388,1576
"core",98,100,"random",30,"plateau",1,198,198,11.9982486190274,1.07812639733311,-0.0199863296700642,-800,-400,588,5,-1388,1576
"core",99,100,"random",30,"plateau",1,199,199,6.97288995538838,2.02740723232273,0.00701375881209969,-800,-400,588,5,-1388,1576
"core",100,100,"random",30,"plateau",1,200,200,11.4422415981535,3.40583237831015,-0.00179736024700105,-800,-400,588,5,-1388,1576
"core",1,200,"random",30,"plateau",1,201,201,6.01883256458677,3.87326639413368,-0.0106778403790668,-800,-400,588,5,-1388,1576
"core",2,200,"random",30,"plateau",1,202,202,13.2614007885568,2.82378061511554,0.0185250099655241,-800,-400,588,5,-1388,1576
"core",3,200,"random",30,"plateau",1,203,203,11.2322329927702,1.49738987884484,-0.00827851446345448,-800,-400,588,5,-1388,1576
"core",4,200,"random",30,"plateau",1,204,204,8.44092686008662,2.39803625037894,-0.0184480938920751,-800,-400,588,5,-1388,1576
"core",5,200,"random",30,"plateau",1,205,205,4.04601749801077,1.87727840116713,0.00873334518168122,-800,-400,588,5,-1388,1576
"core",6,200,"random",30,"plateau",1,206,206,11.4564918919932,3.37106243311428,-0.0127463933592662,-800,-400,588,5,-1388,1576
"core",7,200,"random",30,"plateau",1,207,207,6.27382963034324,2.02263517293613,0.0260360423801467,-800,-400,588,5,-1388,1576
"core",8,200,"random",30,"plateau",1,208,208,13.3021138568874,2.93148423463572,0.0176173740578815,-800,-400,588,5,-1388,1576
"core",9,200,"random",30,"plateau",1,209,209,8.34129274846055,0.956509966519661,0.0156742368964478,-800,-400,588,5,-1388,1576
"core",10,200,"random",30,"plateau",1,210,210,5.12380217318423,0.532449043705128,0.0113737313076854,-800,-400,588,5,-1388,1576
"core",11,200,"random",30,"plateau",1,211,211,4.68511994997971,1.58676100417506,-0.0153692663786933,-800,-400,588,5,-1388,1576
